nbpts,z_h,Te
2026,1.47E+11,2.36E+06
2027,1.47E+11,2.36E+06
2028,1.47E+11,2.36E+06
2029,1.47E+11,2.36E+06
2030,1.47E+11,2.36E+06
2031,1.47E+11,2.36E+06
2032,1.47E+11,2.36E+06
2033,1.47E+11,2.36E+06
2034,1.47E+11,2.36E+06
2035,1.47E+11,2.36E+06
2036,1.48E+11,2.36E+06
2037,1.48E+11,2.36E+06
2038,1.48E+11,2.36E+06
2039,1.48E+11,2.36E+06
2040,1.48E+11,2.36E+06
2041,1.48E+11,2.36E+06
2042,1.48E+11,2.36E+06
2043,1.48E+11,2.36E+06
2044,1.48E+11,2.36E+06
2045,1.48E+11,2.36E+06
2046,1.48E+11,2.36E+06
2047,1.48E+11,2.36E+06
2048,1.48E+11,2.36E+06
2049,1.49E+11,2.36E+06
2050,1.49E+11,2.36E+06
2051,1.49E+11,2.36E+06
2052,1.49E+11,2.36E+06
2053,1.49E+11,2.36E+06
2054,1.49E+11,2.36E+06
2055,1.49E+11,2.36E+06
2056,1.49E+11,2.36E+06
2057,1.49E+11,2.36E+06
2058,1.49E+11,2.36E+06
2059,1.49E+11,2.36E+06
2060,1.49E+11,2.36E+06
2061,1.49E+11,2.36E+06
2062,1.49E+11,2.36E+06
2063,1.50E+11,2.36E+06
2064,1.50E+11,2.36E+06
2065,1.50E+11,2.36E+06
2066,1.50E+11,2.36E+06
2067,1.50E+11,2.36E+06
2068,1.50E+11,2.36E+06
2069,1.50E+11,2.36E+06
2070,1.50E+11,2.36E+06
2071,1.50E+11,2.36E+06
2072,1.50E+11,2.36E+06
2073,1.50E+11,2.36E+06
2074,1.50E+11,2.36E+06
2075,1.50E+11,2.36E+06
2076,1.50E+11,2.36E+06
2077,1.51E+11,2.36E+06
2078,1.51E+11,2.36E+06
2079,1.51E+11,2.36E+06
2080,1.51E+11,2.36E+06
2081,1.51E+11,2.36E+06
2082,1.51E+11,2.36E+06
2083,1.51E+11,2.36E+06
2084,1.51E+11,2.36E+06
2085,1.51E+11,2.36E+06
2086,1.51E+11,2.36E+06
2087,1.51E+11,2.36E+06
2088,1.51E+11,2.36E+06
2089,1.51E+11,2.36E+06
2090,1.51E+11,2.36E+06
2091,1.52E+11,2.36E+06
2092,1.52E+11,2.36E+06
2093,1.52E+11,2.36E+06
2094,1.52E+11,2.36E+06
2095,1.52E+11,2.36E+06
2096,1.52E+11,2.36E+06
2097,1.52E+11,2.36E+06
2098,1.52E+11,2.36E+06
2099,1.52E+11,2.36E+06
2100,1.52E+11,2.36E+06
2101,1.52E+11,2.36E+06
2102,1.52E+11,2.36E+06
2103,1.52E+11,2.36E+06
2104,1.52E+11,2.36E+06
2105,1.53E+11,2.36E+06
2106,1.53E+11,2.36E+06
2107,1.53E+11,2.36E+06
2108,1.53E+11,2.36E+06
2109,1.53E+11,2.36E+06
2110,1.53E+11,2.36E+06
2111,1.53E+11,2.36E+06
2112,1.53E+11,2.36E+06
2113,1.53E+11,2.36E+06
2114,1.53E+11,2.36E+06
2115,1.53E+11,2.36E+06
2116,1.53E+11,2.36E+06
2117,1.53E+11,2.36E+06
2118,1.54E+11,2.36E+06
2119,1.54E+11,2.36E+06
2120,1.54E+11,2.36E+06
2121,1.54E+11,2.36E+06
2122,1.54E+11,2.36E+06
2123,1.54E+11,2.36E+06
2124,1.54E+11,2.36E+06
2125,1.54E+11,2.36E+06
2126,1.54E+11,2.36E+06
2127,1.54E+11,2.36E+06
2128,1.54E+11,2.36E+06
2129,1.54E+11,2.36E+06
2130,1.54E+11,2.36E+06
2131,1.54E+11,2.36E+06
2132,1.55E+11,2.36E+06
2133,1.55E+11,2.36E+06
2134,1.55E+11,2.36E+06
2135,1.55E+11,2.36E+06
2136,1.55E+11,2.36E+06
2137,1.55E+11,2.36E+06
2138,1.55E+11,2.36E+06
2139,1.55E+11,2.36E+06
2140,1.55E+11,2.36E+06
2141,1.55E+11,2.36E+06
2142,1.55E+11,2.36E+06
2143,1.55E+11,2.36E+06
2144,1.55E+11,2.36E+06
2145,1.55E+11,2.36E+06
2146,1.56E+11,2.36E+06
2147,1.56E+11,2.36E+06
2148,1.56E+11,2.36E+06
2149,1.56E+11,2.36E+06
2150,1.56E+11,2.36E+06
2151,1.56E+11,2.36E+06
2152,1.56E+11,2.36E+06
2153,1.56E+11,2.36E+06
2154,1.56E+11,2.36E+06
2155,1.56E+11,2.36E+06
2156,1.56E+11,2.36E+06
2157,1.56E+11,2.36E+06
2158,1.56E+11,2.36E+06
2159,1.56E+11,2.36E+06
2160,1.57E+11,2.36E+06
2161,1.57E+11,2.36E+06
2162,1.57E+11,2.36E+06
2163,1.57E+11,2.36E+06
2164,1.57E+11,2.36E+06
2165,1.57E+11,2.36E+06
2166,1.57E+11,2.36E+06
2167,1.57E+11,2.36E+06
2168,1.57E+11,2.36E+06
2169,1.57E+11,2.36E+06
2170,1.57E+11,2.36E+06
2171,1.57E+11,2.36E+06
2172,1.57E+11,2.36E+06
2173,1.57E+11,2.36E+06
2174,1.58E+11,2.36E+06
2175,1.58E+11,2.36E+06
2176,1.58E+11,2.36E+06
2177,1.58E+11,2.36E+06
2178,1.58E+11,2.36E+06
2179,1.58E+11,2.36E+06
2180,1.58E+11,2.36E+06
2181,1.58E+11,2.36E+06
2182,1.58E+11,2.36E+06
2183,1.58E+11,2.36E+06
2184,1.58E+11,2.36E+06
2185,1.58E+11,2.36E+06
2186,1.58E+11,2.36E+06
2187,1.59E+11,2.36E+06
2188,1.59E+11,2.36E+06
2189,1.59E+11,2.36E+06
2190,1.59E+11,2.36E+06
2191,1.59E+11,2.36E+06
2192,1.59E+11,2.36E+06
2193,1.59E+11,2.36E+06
2194,1.59E+11,2.36E+06
2195,1.59E+11,2.36E+06
2196,1.59E+11,2.36E+06
2197,1.59E+11,2.36E+06
2198,1.59E+11,2.36E+06
2199,1.59E+11,2.36E+06
2200,1.59E+11,2.36E+06
2201,1.60E+11,2.36E+06
2202,1.60E+11,2.36E+06
2203,1.60E+11,2.36E+06
2204,1.60E+11,2.36E+06
2205,1.60E+11,2.36E+06
2206,1.60E+11,2.36E+06
2207,1.60E+11,2.36E+06
2208,1.60E+11,2.36E+06
2209,1.60E+11,2.36E+06
2210,1.60E+11,2.36E+06
2211,1.60E+11,2.36E+06
2212,1.60E+11,2.36E+06
2213,1.60E+11,2.36E+06
2214,1.60E+11,2.36E+06
2215,1.61E+11,2.36E+06
2216,1.61E+11,2.36E+06
2217,1.61E+11,2.36E+06
2218,1.61E+11,2.36E+06
2219,1.61E+11,2.36E+06
2220,1.61E+11,2.36E+06
2221,1.61E+11,2.36E+06
2222,1.61E+11,2.36E+06
2223,1.61E+11,2.36E+06
2224,1.61E+11,2.36E+06
2225,1.61E+11,2.36E+06
2226,1.61E+11,2.36E+06
2227,1.61E+11,2.36E+06
2228,1.61E+11,2.36E+06
2229,1.62E+11,2.36E+06
2230,1.62E+11,2.36E+06
2231,1.62E+11,2.36E+06
2232,1.62E+11,2.36E+06
2233,1.62E+11,2.36E+06
2234,1.62E+11,2.36E+06
2235,1.62E+11,2.36E+06
2236,1.62E+11,2.36E+06
2237,1.62E+11,2.36E+06
2238,1.62E+11,2.36E+06
2239,1.62E+11,2.36E+06
2240,1.62E+11,2.36E+06
2241,1.62E+11,2.36E+06
2242,1.62E+11,2.36E+06
2243,1.63E+11,2.36E+06
2244,1.63E+11,2.36E+06
2245,1.63E+11,2.36E+06
2246,1.63E+11,2.36E+06
2247,1.63E+11,2.36E+06
2248,1.63E+11,2.36E+06
2249,1.63E+11,2.36E+06
2250,1.63E+11,2.36E+06
2251,1.63E+11,2.36E+06
2252,1.63E+11,2.36E+06
2253,1.63E+11,2.36E+06
2254,1.63E+11,2.36E+06
2255,1.63E+11,2.36E+06
2256,1.64E+11,2.36E+06
2257,1.64E+11,2.36E+06
2258,1.64E+11,2.36E+06
2259,1.64E+11,2.36E+06
2260,1.64E+11,2.36E+06
2261,1.64E+11,2.36E+06
2262,1.64E+11,2.36E+06
2263,1.64E+11,2.36E+06
2264,1.64E+11,2.36E+06
2265,1.64E+11,2.36E+06
2266,1.64E+11,2.36E+06
2267,1.64E+11,2.36E+06
2268,1.64E+11,2.36E+06
2269,1.64E+11,2.36E+06
2270,1.65E+11,2.36E+06
2271,1.65E+11,2.36E+06
2272,1.65E+11,2.36E+06
2273,1.65E+11,2.36E+06
2274,1.65E+11,2.36E+06
2275,1.65E+11,2.36E+06
2276,1.65E+11,2.36E+06
2277,1.65E+11,2.36E+06
2278,1.65E+11,2.36E+06
2279,1.65E+11,2.36E+06
2280,1.65E+11,2.36E+06
2281,1.65E+11,2.36E+06
2282,1.65E+11,2.36E+06
2283,1.65E+11,2.36E+06
2284,1.66E+11,2.36E+06
2285,1.66E+11,2.36E+06
2286,1.66E+11,2.36E+06
2287,1.66E+11,2.36E+06
2288,1.66E+11,2.36E+06
2289,1.66E+11,2.36E+06
2290,1.66E+11,2.36E+06
2291,1.66E+11,2.36E+06
2292,1.66E+11,2.36E+06
2293,1.66E+11,2.36E+06
2294,1.66E+11,2.36E+06
2295,1.66E+11,2.36E+06
2296,1.66E+11,2.36E+06
2297,1.66E+11,2.36E+06
2298,1.67E+11,2.36E+06
2299,1.67E+11,2.36E+06
2300,1.67E+11,2.36E+06
2301,1.67E+11,2.36E+06
2302,1.67E+11,2.36E+06
2303,1.67E+11,2.36E+06
2304,1.67E+11,2.36E+06
2305,1.67E+11,2.36E+06
2306,1.67E+11,2.36E+06
2307,1.67E+11,2.36E+06
2308,1.67E+11,2.36E+06
2309,1.67E+11,2.36E+06
2310,1.67E+11,2.36E+06
2311,1.68E+11,2.36E+06
2312,1.68E+11,2.36E+06
2313,1.68E+11,2.36E+06
2314,1.68E+11,2.36E+06
2315,1.68E+11,2.36E+06
2316,1.68E+11,2.36E+06
2317,1.68E+11,2.36E+06
2318,1.68E+11,2.36E+06
2319,1.68E+11,2.36E+06
2320,1.68E+11,2.36E+06
2321,1.68E+11,2.36E+06
2322,1.68E+11,2.36E+06
2323,1.68E+11,2.36E+06
2324,1.68E+11,2.36E+06
2325,1.69E+11,2.36E+06
2326,1.69E+11,2.36E+06
2327,1.69E+11,2.36E+06
2328,1.69E+11,2.36E+06
2329,1.69E+11,2.36E+06
2330,1.69E+11,2.36E+06
2331,1.69E+11,2.36E+06
2332,1.69E+11,2.36E+06
2333,1.69E+11,2.36E+06
2334,1.69E+11,2.36E+06
2335,1.69E+11,2.36E+06
2336,1.69E+11,2.36E+06
2337,1.69E+11,2.36E+06
2338,1.69E+11,2.36E+06
2339,1.70E+11,2.36E+06
2340,1.70E+11,2.36E+06
2341,1.70E+11,2.36E+06
2342,1.70E+11,2.36E+06
2343,1.70E+11,2.36E+06
2344,1.70E+11,2.36E+06
2345,1.70E+11,2.36E+06
2346,1.70E+11,2.36E+06
2347,1.70E+11,2.36E+06
2348,1.70E+11,2.36E+06
2349,1.70E+11,2.36E+06
2350,1.70E+11,2.36E+06
2351,1.70E+11,2.36E+06
2352,1.70E+11,2.36E+06
2353,1.71E+11,2.36E+06
2354,1.71E+11,2.36E+06
2355,1.71E+11,2.36E+06
2356,1.71E+11,2.36E+06
2357,1.71E+11,2.36E+06
2358,1.71E+11,2.36E+06
2359,1.71E+11,2.36E+06
2360,1.71E+11,2.36E+06
2361,1.71E+11,2.36E+06
2362,1.71E+11,2.36E+06
2363,1.71E+11,2.36E+06
2364,1.71E+11,2.36E+06
2365,1.71E+11,2.36E+06
2366,1.71E+11,2.36E+06
2367,1.72E+11,2.36E+06
2368,1.72E+11,2.36E+06
2369,1.72E+11,2.36E+06
2370,1.72E+11,2.36E+06
2371,1.72E+11,2.36E+06
2372,1.72E+11,2.36E+06
2373,1.72E+11,2.36E+06
2374,1.72E+11,2.36E+06
2375,1.72E+11,2.36E+06
2376,1.72E+11,2.36E+06
2377,1.72E+11,2.36E+06
2378,1.72E+11,2.36E+06
2379,1.72E+11,2.36E+06
2380,1.73E+11,2.36E+06
2381,1.73E+11,2.36E+06
2382,1.73E+11,2.36E+06
2383,1.73E+11,2.36E+06
2384,1.73E+11,2.36E+06
2385,1.73E+11,2.36E+06
2386,1.73E+11,2.36E+06
2387,1.73E+11,2.36E+06
2388,1.73E+11,2.36E+06
2389,1.73E+11,2.36E+06
2390,1.73E+11,2.36E+06
2391,1.73E+11,2.36E+06
2392,1.73E+11,2.36E+06
2393,1.73E+11,2.36E+06
2394,1.74E+11,2.36E+06
2395,1.74E+11,2.36E+06
2396,1.74E+11,2.36E+06
2397,1.74E+11,2.36E+06
2398,1.74E+11,2.36E+06
2399,1.74E+11,2.36E+06
2400,1.74E+11,2.36E+06
2401,1.74E+11,2.36E+06
2402,1.74E+11,2.36E+06
2403,1.74E+11,2.36E+06
2404,1.74E+11,2.36E+06
2405,1.74E+11,2.36E+06
2406,1.74E+11,2.36E+06
2407,1.74E+11,2.36E+06
2408,1.75E+11,2.36E+06
2409,1.75E+11,2.36E+06
2410,1.75E+11,2.36E+06
2411,1.75E+11,2.36E+06
2412,1.75E+11,2.36E+06
2413,1.75E+11,2.36E+06
2414,1.75E+11,2.36E+06
2415,1.75E+11,2.36E+06
2416,1.75E+11,2.36E+06
2417,1.75E+11,2.36E+06
2418,1.75E+11,2.36E+06
2419,1.75E+11,2.36E+06
2420,1.75E+11,2.36E+06
2421,1.75E+11,2.36E+06
2422,1.76E+11,2.36E+06
2423,1.76E+11,2.36E+06
2424,1.76E+11,2.36E+06
2425,1.76E+11,2.36E+06
2426,1.76E+11,2.36E+06
2427,1.76E+11,2.36E+06
2428,1.76E+11,2.36E+06
2429,1.76E+11,2.36E+06
2430,1.76E+11,2.36E+06
2431,1.76E+11,2.36E+06
2432,1.76E+11,2.36E+06
2433,1.76E+11,2.36E+06
2434,1.76E+11,2.36E+06
2435,1.76E+11,2.36E+06
2436,1.77E+11,2.36E+06
2437,1.77E+11,2.36E+06
2438,1.77E+11,2.36E+06
2439,1.77E+11,2.36E+06
2440,1.77E+11,2.36E+06
2441,1.77E+11,2.36E+06
2442,1.77E+11,2.36E+06
2443,1.77E+11,2.36E+06
2444,1.77E+11,2.36E+06
2445,1.77E+11,2.36E+06
2446,1.77E+11,2.36E+06
2447,1.77E+11,2.36E+06
2448,1.77E+11,2.36E+06
2449,1.78E+11,2.36E+06
2450,1.78E+11,2.36E+06
2451,1.78E+11,2.36E+06
2452,1.78E+11,2.36E+06
2453,1.78E+11,2.36E+06
2454,1.78E+11,2.36E+06
2455,1.78E+11,2.36E+06
2456,1.78E+11,2.36E+06
2457,1.78E+11,2.36E+06
2458,1.78E+11,2.36E+06
2459,1.78E+11,2.36E+06
2460,1.78E+11,2.36E+06
2461,1.78E+11,2.36E+06
2462,1.78E+11,2.36E+06
2463,1.79E+11,2.36E+06
2464,1.79E+11,2.36E+06
2465,1.79E+11,2.36E+06
2466,1.79E+11,2.36E+06
2467,1.79E+11,2.36E+06
2468,1.79E+11,2.36E+06
2469,1.79E+11,2.36E+06
2470,1.79E+11,2.36E+06
2471,1.79E+11,2.36E+06
2472,1.79E+11,2.36E+06
2473,1.79E+11,2.36E+06
2474,1.79E+11,2.36E+06
2475,1.79E+11,2.36E+06
2476,1.79E+11,2.36E+06
2477,1.80E+11,2.36E+06
2478,1.80E+11,2.36E+06
2479,1.80E+11,2.36E+06
2480,1.80E+11,2.36E+06
2481,1.80E+11,2.36E+06
2482,1.80E+11,2.36E+06
2483,1.80E+11,2.36E+06
2484,1.80E+11,2.36E+06
2485,1.80E+11,2.36E+06
2486,1.80E+11,2.36E+06
2487,1.80E+11,2.36E+06
2488,1.80E+11,2.36E+06
2489,1.80E+11,2.36E+06
2490,1.80E+11,2.36E+06
2491,1.81E+11,2.36E+06
2492,1.81E+11,2.36E+06
2493,1.81E+11,2.36E+06
2494,1.81E+11,2.36E+06
2495,1.81E+11,2.36E+06
2496,1.81E+11,2.36E+06
2497,1.81E+11,2.36E+06
2498,1.81E+11,2.36E+06
2499,1.81E+11,2.36E+06
2500,1.81E+11,2.36E+06
2501,1.81E+11,2.36E+06
2502,1.81E+11,2.36E+06
2503,1.81E+11,2.36E+06
2504,1.81E+11,2.36E+06
2505,1.82E+11,2.36E+06
2506,1.82E+11,2.36E+06
2507,1.82E+11,2.36E+06
2508,1.82E+11,2.36E+06
2509,1.82E+11,2.36E+06
2510,1.82E+11,2.36E+06
2511,1.82E+11,2.36E+06
2512,1.82E+11,2.36E+06
2513,1.82E+11,2.36E+06
2514,1.82E+11,2.36E+06
2515,1.82E+11,2.36E+06
2516,1.82E+11,2.36E+06
2517,1.82E+11,2.36E+06
2518,1.83E+11,2.36E+06
2519,1.83E+11,2.36E+06
2520,1.83E+11,2.36E+06
2521,1.83E+11,2.36E+06
2522,1.83E+11,2.36E+06
2523,1.83E+11,2.36E+06
2524,1.83E+11,2.36E+06
2525,1.83E+11,2.36E+06
2526,1.83E+11,2.36E+06
2527,1.83E+11,2.36E+06
2528,1.83E+11,2.36E+06
2529,1.83E+11,2.36E+06
2530,1.83E+11,2.36E+06
2531,1.83E+11,2.36E+06
2532,1.84E+11,2.36E+06
2533,1.84E+11,2.36E+06
2534,1.84E+11,2.36E+06
2535,1.84E+11,2.36E+06
2536,1.84E+11,2.36E+06
2537,1.84E+11,2.36E+06
2538,1.84E+11,2.36E+06
2539,1.84E+11,2.36E+06
2540,1.84E+11,2.36E+06
2541,1.84E+11,2.36E+06
2542,1.84E+11,2.36E+06
2543,1.84E+11,2.36E+06
2544,1.84E+11,2.36E+06
2545,1.84E+11,2.36E+06
2546,1.85E+11,2.36E+06
2547,1.85E+11,2.36E+06
2548,1.85E+11,2.36E+06
2549,1.85E+11,2.36E+06
2550,1.85E+11,2.36E+06
2551,1.85E+11,2.36E+06
2552,1.85E+11,2.36E+06
2553,1.85E+11,2.36E+06
2554,1.85E+11,2.36E+06
2555,1.85E+11,2.36E+06
2556,1.85E+11,2.36E+06
2557,1.85E+11,2.36E+06
2558,1.85E+11,2.36E+06
2559,1.85E+11,2.36E+06
2560,1.86E+11,2.36E+06
2561,1.86E+11,2.36E+06
2562,1.86E+11,2.36E+06
2563,1.86E+11,2.36E+06
2564,1.86E+11,2.36E+06
2565,1.86E+11,2.36E+06
2566,1.86E+11,2.36E+06
2567,1.86E+11,2.36E+06
2568,1.86E+11,2.36E+06
2569,1.86E+11,2.36E+06
2570,1.86E+11,2.36E+06
2571,1.86E+11,2.36E+06
2572,1.86E+11,2.36E+06
2573,1.87E+11,2.36E+06
2574,1.87E+11,2.36E+06
2575,1.87E+11,2.36E+06
2576,1.87E+11,2.36E+06
2577,1.87E+11,2.36E+06
2578,1.87E+11,2.36E+06
2579,1.87E+11,2.36E+06
2580,1.87E+11,2.36E+06
2581,1.87E+11,2.36E+06
2582,1.87E+11,2.36E+06
2583,1.87E+11,2.36E+06
2584,1.87E+11,2.36E+06
2585,1.87E+11,2.36E+06
2586,1.87E+11,2.36E+06
2587,1.88E+11,2.36E+06
2588,1.88E+11,2.36E+06
2589,1.88E+11,2.36E+06
2590,1.88E+11,2.36E+06
2591,1.88E+11,2.36E+06
2592,1.88E+11,2.36E+06
2593,1.88E+11,2.36E+06
2594,1.88E+11,2.36E+06
2595,1.88E+11,2.36E+06
2596,1.88E+11,2.36E+06
2597,1.88E+11,2.36E+06
2598,1.88E+11,2.36E+06
2599,1.88E+11,2.36E+06
2600,1.88E+11,2.36E+06
2601,1.89E+11,2.36E+06
2602,1.89E+11,2.36E+06
2603,1.89E+11,2.36E+06
2604,1.89E+11,2.36E+06
2605,1.89E+11,2.36E+06
2606,1.89E+11,2.36E+06
2607,1.89E+11,2.36E+06
2608,1.89E+11,2.36E+06
2609,1.89E+11,2.36E+06
2610,1.89E+11,2.36E+06
2611,1.89E+11,2.36E+06
2612,1.89E+11,2.36E+06
2613,1.89E+11,2.36E+06
2614,1.89E+11,2.36E+06
2615,1.90E+11,2.36E+06
2616,1.90E+11,2.36E+06
2617,1.90E+11,2.36E+06
2618,1.90E+11,2.36E+06
2619,1.90E+11,2.36E+06
2620,1.90E+11,2.36E+06
2621,1.90E+11,2.36E+06
2622,1.90E+11,2.36E+06
2623,1.90E+11,2.36E+06
2624,1.90E+11,2.36E+06
2625,1.90E+11,2.36E+06
2626,1.90E+11,2.36E+06
2627,1.90E+11,2.36E+06
2628,1.90E+11,2.36E+06
2629,1.91E+11,2.36E+06
2630,1.91E+11,2.36E+06
2631,1.91E+11,2.36E+06
2632,1.91E+11,2.36E+06
2633,1.91E+11,2.36E+06
2634,1.91E+11,2.36E+06
2635,1.91E+11,2.36E+06
2636,1.91E+11,2.36E+06
2637,1.91E+11,2.36E+06
2638,1.91E+11,2.36E+06
2639,1.91E+11,2.36E+06
2640,1.91E+11,2.36E+06
2641,1.91E+11,2.36E+06
2642,1.92E+11,2.36E+06
2643,1.92E+11,2.36E+06
2644,1.92E+11,2.36E+06
2645,1.92E+11,2.36E+06
2646,1.92E+11,2.36E+06
2647,1.92E+11,2.36E+06
2648,1.92E+11,2.36E+06
2649,1.92E+11,2.36E+06
2650,1.92E+11,2.36E+06
2651,1.92E+11,2.36E+06
2652,1.92E+11,2.36E+06
2653,1.92E+11,2.36E+06
2654,1.92E+11,2.36E+06
2655,1.92E+11,2.36E+06
2656,1.93E+11,2.36E+06
2657,1.93E+11,2.36E+06
2658,1.93E+11,2.36E+06
2659,1.93E+11,2.36E+06
2660,1.93E+11,2.36E+06
2661,1.93E+11,2.36E+06
2662,1.93E+11,2.36E+06
2663,1.93E+11,2.36E+06
2664,1.93E+11,2.36E+06
2665,1.93E+11,2.36E+06
2666,1.93E+11,2.36E+06
2667,1.93E+11,2.36E+06
2668,1.93E+11,2.36E+06
2669,1.93E+11,2.36E+06
2670,1.94E+11,2.36E+06
2671,1.94E+11,2.36E+06
2672,1.94E+11,2.36E+06
2673,1.94E+11,2.36E+06
2674,1.94E+11,2.36E+06
2675,1.94E+11,2.36E+06
2676,1.94E+11,2.36E+06
2677,1.94E+11,2.36E+06
2678,1.94E+11,2.36E+06
2679,1.94E+11,2.36E+06
2680,1.94E+11,2.36E+06
2681,1.94E+11,2.36E+06
2682,1.94E+11,2.36E+06
2683,1.94E+11,2.36E+06
2684,1.95E+11,2.36E+06
2685,1.95E+11,2.36E+06
2686,1.95E+11,2.36E+06
2687,1.95E+11,2.36E+06
2688,1.95E+11,2.36E+06
2689,1.95E+11,2.36E+06
2690,1.95E+11,2.36E+06
2691,1.95E+11,2.36E+06
2692,1.95E+11,2.36E+06
2693,1.95E+11,2.36E+06
2694,1.95E+11,2.36E+06
2695,1.95E+11,2.36E+06
2696,1.95E+11,2.36E+06
2697,1.95E+11,2.36E+06
2698,1.96E+11,2.36E+06
2699,1.96E+11,2.36E+06
2700,1.96E+11,2.36E+06
2701,1.96E+11,2.36E+06
2702,1.96E+11,2.36E+06
2703,1.96E+11,2.36E+06
2704,1.96E+11,2.36E+06
2705,1.96E+11,2.36E+06
2706,1.96E+11,2.36E+06
2707,1.96E+11,2.36E+06
2708,1.96E+11,2.36E+06
2709,1.96E+11,2.36E+06
2710,1.96E+11,2.36E+06
2711,1.97E+11,2.36E+06
2712,1.97E+11,2.36E+06
2713,1.97E+11,2.36E+06
2714,1.97E+11,2.36E+06
2715,1.97E+11,2.36E+06
2716,1.97E+11,2.36E+06
2717,1.97E+11,2.36E+06
2718,1.97E+11,2.36E+06
2719,1.97E+11,2.36E+06
2720,1.97E+11,2.36E+06
2721,1.97E+11,2.36E+06
2722,1.97E+11,2.36E+06
2723,1.97E+11,2.36E+06
2724,1.97E+11,2.36E+06
2725,1.98E+11,2.36E+06
2726,1.98E+11,2.36E+06
2727,1.98E+11,2.36E+06
2728,1.98E+11,2.36E+06
2729,1.98E+11,2.36E+06
2730,1.98E+11,2.36E+06
2731,1.98E+11,2.36E+06
2732,1.98E+11,2.36E+06
2733,1.98E+11,2.36E+06
2734,1.98E+11,2.36E+06
2735,1.98E+11,2.36E+06
2736,1.98E+11,2.36E+06
2737,1.98E+11,2.36E+06
2738,1.98E+11,2.36E+06
2739,1.99E+11,2.36E+06
2740,1.99E+11,2.36E+06
2741,1.99E+11,2.36E+06
2742,1.99E+11,2.36E+06
2743,1.99E+11,2.36E+06
2744,1.99E+11,2.36E+06
2745,1.99E+11,2.36E+06
2746,1.99E+11,2.36E+06
2747,1.99E+11,2.36E+06
2748,1.99E+11,2.36E+06
2749,1.99E+11,2.36E+06
2750,1.99E+11,2.36E+06
2751,1.99E+11,2.36E+06
2752,1.99E+11,2.36E+06
2753,2.00E+11,2.36E+06
2754,2.00E+11,2.36E+06
2755,2.00E+11,2.36E+06
2756,2.00E+11,2.36E+06
2757,2.00E+11,2.36E+06
2758,2.00E+11,2.36E+06
2759,2.00E+11,2.36E+06
2760,2.00E+11,2.36E+06
2761,2.00E+11,2.36E+06
2762,2.00E+11,2.36E+06
2763,2.00E+11,2.36E+06
2764,2.00E+11,2.36E+06
2765,2.00E+11,2.36E+06
2766,2.00E+11,2.36E+06
2767,2.01E+11,2.36E+06
2768,2.01E+11,2.36E+06
2769,2.01E+11,2.36E+06
2770,2.01E+11,2.36E+06
2771,2.01E+11,2.36E+06
2772,2.01E+11,2.36E+06
2773,2.01E+11,2.36E+06
2774,2.01E+11,2.36E+06
2775,2.01E+11,2.36E+06
2776,2.01E+11,2.36E+06
2777,2.01E+11,2.36E+06
2778,2.01E+11,2.36E+06
2779,2.01E+11,2.36E+06
2780,2.02E+11,2.36E+06
2781,2.02E+11,2.36E+06
2782,2.02E+11,2.36E+06
2783,2.02E+11,2.36E+06
2784,2.02E+11,2.36E+06
2785,2.02E+11,2.36E+06
2786,2.02E+11,2.36E+06
2787,2.02E+11,2.36E+06
2788,2.02E+11,2.36E+06
2789,2.02E+11,2.36E+06
2790,2.02E+11,2.36E+06
2791,2.02E+11,2.36E+06
2792,2.02E+11,2.36E+06
2793,2.02E+11,2.36E+06
2794,2.03E+11,2.36E+06
2795,2.03E+11,2.36E+06
2796,2.03E+11,2.36E+06
2797,2.03E+11,2.36E+06
2798,2.03E+11,2.36E+06
2799,2.03E+11,2.36E+06
2800,2.03E+11,2.36E+06
2801,2.03E+11,2.36E+06
2802,2.03E+11,2.36E+06
2803,2.03E+11,2.36E+06
2804,2.03E+11,2.36E+06
2805,2.03E+11,2.36E+06
2806,2.03E+11,2.36E+06
2807,2.03E+11,2.36E+06
2808,2.04E+11,2.36E+06
2809,2.04E+11,2.36E+06
2810,2.04E+11,2.36E+06
2811,2.04E+11,2.36E+06
2812,2.04E+11,2.36E+06
2813,2.04E+11,2.36E+06
2814,2.04E+11,2.36E+06
2815,2.04E+11,2.36E+06
2816,2.04E+11,2.36E+06
2817,2.04E+11,2.36E+06
2818,2.04E+11,2.36E+06
2819,2.04E+11,2.36E+06
2820,2.04E+11,2.36E+06
2821,2.04E+11,2.36E+06
2822,2.05E+11,2.36E+06
2823,2.05E+11,2.36E+06
2824,2.05E+11,2.36E+06
2825,2.05E+11,2.36E+06
2826,2.05E+11,2.36E+06
2827,2.05E+11,2.36E+06
2828,2.05E+11,2.36E+06
2829,2.05E+11,2.36E+06
2830,2.05E+11,2.36E+06
2831,2.05E+11,2.36E+06
2832,2.05E+11,2.36E+06
2833,2.05E+11,2.36E+06
2834,2.05E+11,2.36E+06
2835,2.05E+11,2.36E+06
2836,2.06E+11,2.36E+06
2837,2.06E+11,2.36E+06
2838,2.06E+11,2.36E+06
2839,2.06E+11,2.36E+06
2840,2.06E+11,2.36E+06
2841,2.06E+11,2.36E+06
2842,2.06E+11,2.36E+06
2843,2.06E+11,2.36E+06
2844,2.06E+11,2.36E+06
2845,2.06E+11,2.36E+06
2846,2.06E+11,2.36E+06
2847,2.06E+11,2.36E+06
