nbpts,z_h,Te
6021,4.37E+11,2.36E+06
6022,4.37E+11,2.36E+06
6023,4.37E+11,2.36E+06
6024,4.37E+11,2.36E+06
6025,4.37E+11,2.36E+06
6026,4.37E+11,2.36E+06
6027,4.37E+11,2.36E+06
6028,4.37E+11,2.36E+06
6029,4.37E+11,2.36E+06
6030,4.37E+11,2.36E+06
6031,4.37E+11,2.36E+06
6032,4.37E+11,2.36E+06
6033,4.37E+11,2.36E+06
6034,4.37E+11,2.36E+06
6035,4.38E+11,2.36E+06
6036,4.38E+11,2.36E+06
6037,4.38E+11,2.36E+06
6038,4.38E+11,2.36E+06
6039,4.38E+11,2.36E+06
6040,4.38E+11,2.36E+06
6041,4.38E+11,2.36E+06
6042,4.38E+11,2.36E+06
6043,4.38E+11,2.36E+06
6044,4.38E+11,2.36E+06
6045,4.38E+11,2.36E+06
6046,4.38E+11,2.36E+06
6047,4.38E+11,2.36E+06
6048,4.38E+11,2.36E+06
6049,4.39E+11,2.36E+06
6050,4.39E+11,2.36E+06
6051,4.39E+11,2.36E+06
6052,4.39E+11,2.36E+06
6053,4.39E+11,2.36E+06
6054,4.39E+11,2.36E+06
6055,4.39E+11,2.36E+06
6056,4.39E+11,2.36E+06
6057,4.39E+11,2.36E+06
6058,4.39E+11,2.36E+06
6059,4.39E+11,2.36E+06
6060,4.39E+11,2.36E+06
6061,4.39E+11,2.36E+06
6062,4.39E+11,2.36E+06
6063,4.40E+11,2.36E+06
6064,4.40E+11,2.36E+06
6065,4.40E+11,2.36E+06
6066,4.40E+11,2.36E+06
6067,4.40E+11,2.36E+06
6068,4.40E+11,2.36E+06
6069,4.40E+11,2.36E+06
6070,4.40E+11,2.36E+06
6071,4.40E+11,2.36E+06
6072,4.40E+11,2.36E+06
6073,4.40E+11,2.36E+06
6074,4.40E+11,2.36E+06
6075,4.40E+11,2.36E+06
6076,4.41E+11,2.36E+06
6077,4.41E+11,2.36E+06
6078,4.41E+11,2.36E+06
6079,4.41E+11,2.36E+06
6080,4.41E+11,2.36E+06
6081,4.41E+11,2.36E+06
6082,4.41E+11,2.36E+06
6083,4.41E+11,2.36E+06
6084,4.41E+11,2.36E+06
6085,4.41E+11,2.36E+06
6086,4.41E+11,2.36E+06
6087,4.41E+11,2.36E+06
6088,4.41E+11,2.36E+06
6089,4.41E+11,2.36E+06
6090,4.42E+11,2.36E+06
6091,4.42E+11,2.36E+06
6092,4.42E+11,2.36E+06
6093,4.42E+11,2.36E+06
6094,4.42E+11,2.36E+06
6095,4.42E+11,2.36E+06
6096,4.42E+11,2.36E+06
6097,4.42E+11,2.36E+06
6098,4.42E+11,2.36E+06
6099,4.42E+11,2.36E+06
6100,4.42E+11,2.36E+06
6101,4.42E+11,2.36E+06
6102,4.42E+11,2.36E+06
6103,4.42E+11,2.36E+06
6104,4.43E+11,2.36E+06
6105,4.43E+11,2.36E+06
6106,4.43E+11,2.36E+06
6107,4.43E+11,2.36E+06
6108,4.43E+11,2.36E+06
6109,4.43E+11,2.36E+06
6110,4.43E+11,2.36E+06
6111,4.43E+11,2.36E+06
6112,4.43E+11,2.36E+06
6113,4.43E+11,2.36E+06
6114,4.43E+11,2.36E+06
6115,4.43E+11,2.36E+06
6116,4.43E+11,2.36E+06
6117,4.43E+11,2.36E+06
6118,4.44E+11,2.36E+06
6119,4.44E+11,2.36E+06
6120,4.44E+11,2.36E+06
6121,4.44E+11,2.36E+06
6122,4.44E+11,2.36E+06
6123,4.44E+11,2.36E+06
6124,4.44E+11,2.36E+06
6125,4.44E+11,2.36E+06
6126,4.44E+11,2.36E+06
6127,4.44E+11,2.36E+06
6128,4.44E+11,2.36E+06
6129,4.44E+11,2.36E+06
6130,4.44E+11,2.36E+06
6131,4.45E+11,2.36E+06
6132,4.45E+11,2.36E+06
6133,4.45E+11,2.36E+06
6134,4.45E+11,2.36E+06
6135,4.45E+11,2.36E+06
6136,4.45E+11,2.36E+06
6137,4.45E+11,2.36E+06
6138,4.45E+11,2.36E+06
6139,4.45E+11,2.36E+06
6140,4.45E+11,2.36E+06
6141,4.45E+11,2.36E+06
6142,4.45E+11,2.36E+06
6143,4.45E+11,2.36E+06
6144,4.45E+11,2.36E+06
6145,4.46E+11,2.36E+06
6146,4.46E+11,2.36E+06
6147,4.46E+11,2.36E+06
6148,4.46E+11,2.36E+06
6149,4.46E+11,2.36E+06
6150,4.46E+11,2.36E+06
6151,4.46E+11,2.36E+06
6152,4.46E+11,2.36E+06
6153,4.46E+11,2.36E+06
6154,4.46E+11,2.36E+06
6155,4.46E+11,2.36E+06
6156,4.46E+11,2.36E+06
6157,4.46E+11,2.36E+06
6158,4.46E+11,2.36E+06
6159,4.47E+11,2.36E+06
6160,4.47E+11,2.36E+06
6161,4.47E+11,2.36E+06
6162,4.47E+11,2.36E+06
6163,4.47E+11,2.36E+06
6164,4.47E+11,2.36E+06
6165,4.47E+11,2.36E+06
6166,4.47E+11,2.36E+06
6167,4.47E+11,2.36E+06
6168,4.47E+11,2.36E+06
6169,4.47E+11,2.36E+06
6170,4.47E+11,2.36E+06
6171,4.47E+11,2.36E+06
6172,4.47E+11,2.36E+06
6173,4.48E+11,2.36E+06
6174,4.48E+11,2.36E+06
6175,4.48E+11,2.36E+06
6176,4.48E+11,2.36E+06
6177,4.48E+11,2.36E+06
6178,4.48E+11,2.36E+06
6179,4.48E+11,2.36E+06
6180,4.48E+11,2.36E+06
6181,4.48E+11,2.36E+06
6182,4.48E+11,2.36E+06
6183,4.48E+11,2.36E+06
6184,4.48E+11,2.36E+06
6185,4.48E+11,2.36E+06
6186,4.48E+11,2.36E+06
6187,4.49E+11,2.36E+06
6188,4.49E+11,2.36E+06
6189,4.49E+11,2.36E+06
6190,4.49E+11,2.36E+06
6191,4.49E+11,2.36E+06
6192,4.49E+11,2.36E+06
6193,4.49E+11,2.36E+06
6194,4.49E+11,2.36E+06
6195,4.49E+11,2.36E+06
6196,4.49E+11,2.36E+06
6197,4.49E+11,2.36E+06
6198,4.49E+11,2.36E+06
6199,4.49E+11,2.36E+06
6200,4.50E+11,2.36E+06
6201,4.50E+11,2.36E+06
6202,4.50E+11,2.36E+06
6203,4.50E+11,2.36E+06
6204,4.50E+11,2.36E+06
6205,4.50E+11,2.36E+06
6206,4.50E+11,2.36E+06
6207,4.50E+11,2.36E+06
6208,4.50E+11,2.36E+06
6209,4.50E+11,2.36E+06
6210,4.50E+11,2.36E+06
6211,4.50E+11,2.36E+06
6212,4.50E+11,2.36E+06
6213,4.50E+11,2.36E+06
6214,4.51E+11,2.36E+06
6215,4.51E+11,2.36E+06
6216,4.51E+11,2.36E+06
6217,4.51E+11,2.36E+06
6218,4.51E+11,2.36E+06
6219,4.51E+11,2.36E+06
6220,4.51E+11,2.36E+06
6221,4.51E+11,2.36E+06
6222,4.51E+11,2.36E+06
6223,4.51E+11,2.36E+06
6224,4.51E+11,2.36E+06
6225,4.51E+11,2.36E+06
6226,4.51E+11,2.36E+06
6227,4.51E+11,2.36E+06
6228,4.52E+11,2.36E+06
6229,4.52E+11,2.36E+06
6230,4.52E+11,2.36E+06
6231,4.52E+11,2.36E+06
6232,4.52E+11,2.36E+06
6233,4.52E+11,2.36E+06
6234,4.52E+11,2.36E+06
6235,4.52E+11,2.36E+06
6236,4.52E+11,2.36E+06
6237,4.52E+11,2.36E+06
6238,4.52E+11,2.36E+06
6239,4.52E+11,2.36E+06
6240,4.52E+11,2.36E+06
6241,4.52E+11,2.36E+06
6242,4.53E+11,2.36E+06
6243,4.53E+11,2.36E+06
6244,4.53E+11,2.36E+06
6245,4.53E+11,2.36E+06
6246,4.53E+11,2.36E+06
6247,4.53E+11,2.36E+06
6248,4.53E+11,2.36E+06
6249,4.53E+11,2.36E+06
6250,4.53E+11,2.36E+06
6251,4.53E+11,2.36E+06
6252,4.53E+11,2.36E+06
6253,4.53E+11,2.36E+06
6254,4.53E+11,2.36E+06
6255,4.53E+11,2.36E+06
6256,4.54E+11,2.36E+06
6257,4.54E+11,2.36E+06
6258,4.54E+11,2.36E+06
6259,4.54E+11,2.36E+06
6260,4.54E+11,2.36E+06
6261,4.54E+11,2.36E+06
6262,4.54E+11,2.36E+06
6263,4.54E+11,2.36E+06
6264,4.54E+11,2.36E+06
6265,4.54E+11,2.36E+06
6266,4.54E+11,2.36E+06
6267,4.54E+11,2.36E+06
6268,4.54E+11,2.36E+06
6269,4.55E+11,2.36E+06
6270,4.55E+11,2.36E+06
6271,4.55E+11,2.36E+06
6272,4.55E+11,2.36E+06
6273,4.55E+11,2.36E+06
6274,4.55E+11,2.36E+06
6275,4.55E+11,2.36E+06
6276,4.55E+11,2.36E+06
6277,4.55E+11,2.36E+06
6278,4.55E+11,2.36E+06
6279,4.55E+11,2.36E+06
6280,4.55E+11,2.36E+06
6281,4.55E+11,2.36E+06
6282,4.55E+11,2.36E+06
6283,4.56E+11,2.36E+06
6284,4.56E+11,2.36E+06
6285,4.56E+11,2.36E+06
6286,4.56E+11,2.36E+06
6287,4.56E+11,2.36E+06
6288,4.56E+11,2.36E+06
6289,4.56E+11,2.36E+06
6290,4.56E+11,2.36E+06
6291,4.56E+11,2.36E+06
6292,4.56E+11,2.36E+06
6293,4.56E+11,2.36E+06
6294,4.56E+11,2.36E+06
6295,4.56E+11,2.36E+06
6296,4.56E+11,2.36E+06
6297,4.57E+11,2.36E+06
6298,4.57E+11,2.36E+06
6299,4.57E+11,2.36E+06
6300,4.57E+11,2.36E+06
6301,4.57E+11,2.36E+06
6302,4.57E+11,2.36E+06
6303,4.57E+11,2.36E+06
6304,4.57E+11,2.36E+06
6305,4.57E+11,2.36E+06
6306,4.57E+11,2.36E+06
6307,4.57E+11,2.36E+06
6308,4.57E+11,2.36E+06
6309,4.57E+11,2.36E+06
6310,4.57E+11,2.36E+06
6311,4.58E+11,2.36E+06
6312,4.58E+11,2.36E+06
6313,4.58E+11,2.36E+06
6314,4.58E+11,2.36E+06
6315,4.58E+11,2.36E+06
6316,4.58E+11,2.36E+06
6317,4.58E+11,2.36E+06
6318,4.58E+11,2.36E+06
6319,4.58E+11,2.36E+06
6320,4.58E+11,2.36E+06
6321,4.58E+11,2.36E+06
6322,4.58E+11,2.36E+06
6323,4.58E+11,2.36E+06
6324,4.58E+11,2.36E+06
6325,4.59E+11,2.36E+06
6326,4.59E+11,2.36E+06
6327,4.59E+11,2.36E+06
6328,4.59E+11,2.36E+06
6329,4.59E+11,2.36E+06
6330,4.59E+11,2.36E+06
6331,4.59E+11,2.36E+06
6332,4.59E+11,2.36E+06
6333,4.59E+11,2.36E+06
6334,4.59E+11,2.36E+06
6335,4.59E+11,2.36E+06
6336,4.59E+11,2.36E+06
6337,4.59E+11,2.36E+06
6338,4.60E+11,2.36E+06
6339,4.60E+11,2.36E+06
6340,4.60E+11,2.36E+06
6341,4.60E+11,2.36E+06
6342,4.60E+11,2.36E+06
6343,4.60E+11,2.36E+06
6344,4.60E+11,2.36E+06
6345,4.60E+11,2.36E+06
6346,4.60E+11,2.36E+06
6347,4.60E+11,2.36E+06
6348,4.60E+11,2.36E+06
6349,4.60E+11,2.36E+06
6350,4.60E+11,2.36E+06
6351,4.60E+11,2.36E+06
6352,4.61E+11,2.36E+06
6353,4.61E+11,2.36E+06
6354,4.61E+11,2.36E+06
6355,4.61E+11,2.36E+06
6356,4.61E+11,2.36E+06
6357,4.61E+11,2.36E+06
6358,4.61E+11,2.36E+06
6359,4.61E+11,2.36E+06
6360,4.61E+11,2.36E+06
6361,4.61E+11,2.36E+06
6362,4.61E+11,2.36E+06
6363,4.61E+11,2.36E+06
6364,4.61E+11,2.36E+06
6365,4.61E+11,2.36E+06
6366,4.62E+11,2.36E+06
6367,4.62E+11,2.36E+06
6368,4.62E+11,2.36E+06
6369,4.62E+11,2.36E+06
6370,4.62E+11,2.36E+06
6371,4.62E+11,2.36E+06
6372,4.62E+11,2.36E+06
6373,4.62E+11,2.36E+06
6374,4.62E+11,2.36E+06
6375,4.62E+11,2.36E+06
6376,4.62E+11,2.36E+06
6377,4.62E+11,2.36E+06
6378,4.62E+11,2.36E+06
6379,4.62E+11,2.36E+06
6380,4.63E+11,2.36E+06
6381,4.63E+11,2.36E+06
6382,4.63E+11,2.36E+06
6383,4.63E+11,2.36E+06
6384,4.63E+11,2.36E+06
6385,4.63E+11,2.36E+06
6386,4.63E+11,2.36E+06
6387,4.63E+11,2.36E+06
6388,4.63E+11,2.36E+06
6389,4.63E+11,2.36E+06
6390,4.63E+11,2.36E+06
6391,4.63E+11,2.36E+06
6392,4.63E+11,2.36E+06
6393,4.63E+11,2.36E+06
6394,4.64E+11,2.36E+06
6395,4.64E+11,2.36E+06
6396,4.64E+11,2.36E+06
6397,4.64E+11,2.36E+06
6398,4.64E+11,2.36E+06
6399,4.64E+11,2.36E+06
6400,4.64E+11,2.36E+06
6401,4.64E+11,2.36E+06
6402,4.64E+11,2.36E+06
6403,4.64E+11,2.36E+06
6404,4.64E+11,2.36E+06
6405,4.64E+11,2.36E+06
6406,4.64E+11,2.36E+06
6407,4.65E+11,2.36E+06
6408,4.65E+11,2.36E+06
6409,4.65E+11,2.36E+06
6410,4.65E+11,2.36E+06
6411,4.65E+11,2.36E+06
6412,4.65E+11,2.36E+06
6413,4.65E+11,2.36E+06
6414,4.65E+11,2.36E+06
6415,4.65E+11,2.36E+06
6416,4.65E+11,2.36E+06
6417,4.65E+11,2.36E+06
6418,4.65E+11,2.36E+06
6419,4.65E+11,2.36E+06
6420,4.65E+11,2.36E+06
6421,4.66E+11,2.36E+06
6422,4.66E+11,2.36E+06
6423,4.66E+11,2.36E+06
6424,4.66E+11,2.36E+06
6425,4.66E+11,2.36E+06
6426,4.66E+11,2.36E+06
6427,4.66E+11,2.36E+06
6428,4.66E+11,2.36E+06
6429,4.66E+11,2.36E+06
6430,4.66E+11,2.36E+06
6431,4.66E+11,2.36E+06
6432,4.66E+11,2.36E+06
6433,4.66E+11,2.36E+06
6434,4.66E+11,2.36E+06
6435,4.67E+11,2.36E+06
6436,4.67E+11,2.36E+06
6437,4.67E+11,2.36E+06
6438,4.67E+11,2.36E+06
6439,4.67E+11,2.36E+06
6440,4.67E+11,2.36E+06
6441,4.67E+11,2.36E+06
6442,4.67E+11,2.36E+06
6443,4.67E+11,2.36E+06
6444,4.67E+11,2.36E+06
6445,4.67E+11,2.36E+06
6446,4.67E+11,2.36E+06
6447,4.67E+11,2.36E+06
6448,4.67E+11,2.36E+06
6449,4.68E+11,2.36E+06
6450,4.68E+11,2.36E+06
6451,4.68E+11,2.36E+06
6452,4.68E+11,2.36E+06
6453,4.68E+11,2.36E+06
6454,4.68E+11,2.36E+06
6455,4.68E+11,2.36E+06
6456,4.68E+11,2.36E+06
6457,4.68E+11,2.36E+06
6458,4.68E+11,2.36E+06
6459,4.68E+11,2.36E+06
6460,4.68E+11,2.36E+06
6461,4.68E+11,2.36E+06
6462,4.69E+11,2.36E+06
6463,4.69E+11,2.36E+06
6464,4.69E+11,2.36E+06
6465,4.69E+11,2.36E+06
6466,4.69E+11,2.36E+06
6467,4.69E+11,2.36E+06
6468,4.69E+11,2.36E+06
6469,4.69E+11,2.36E+06
6470,4.69E+11,2.36E+06
6471,4.69E+11,2.36E+06
6472,4.69E+11,2.36E+06
6473,4.69E+11,2.36E+06
6474,4.69E+11,2.36E+06
6475,4.69E+11,2.36E+06
6476,4.70E+11,2.36E+06
6477,4.70E+11,2.36E+06
6478,4.70E+11,2.36E+06
6479,4.70E+11,2.36E+06
6480,4.70E+11,2.36E+06
6481,4.70E+11,2.36E+06
6482,4.70E+11,2.36E+06
6483,4.70E+11,2.36E+06
6484,4.70E+11,2.36E+06
6485,4.70E+11,2.36E+06
6486,4.70E+11,2.36E+06
6487,4.70E+11,2.36E+06
6488,4.70E+11,2.36E+06
6489,4.70E+11,2.36E+06
6490,4.71E+11,2.36E+06
6491,4.71E+11,2.36E+06
6492,4.71E+11,2.36E+06
6493,4.71E+11,2.36E+06
6494,4.71E+11,2.36E+06
6495,4.71E+11,2.36E+06
6496,4.71E+11,2.36E+06
6497,4.71E+11,2.36E+06
6498,4.71E+11,2.36E+06
6499,4.71E+11,2.36E+06
6500,4.71E+11,2.36E+06
6501,4.71E+11,2.36E+06
6502,4.71E+11,2.36E+06
6503,4.71E+11,2.36E+06
6504,4.72E+11,2.36E+06
6505,4.72E+11,2.36E+06
6506,4.72E+11,2.36E+06
6507,4.72E+11,2.36E+06
6508,4.72E+11,2.36E+06
6509,4.72E+11,2.36E+06
6510,4.72E+11,2.36E+06
6511,4.72E+11,2.36E+06
6512,4.72E+11,2.36E+06
6513,4.72E+11,2.36E+06
6514,4.72E+11,2.36E+06
6515,4.72E+11,2.36E+06
6516,4.72E+11,2.36E+06
6517,4.72E+11,2.36E+06
6518,4.73E+11,2.36E+06
6519,4.73E+11,2.36E+06
6520,4.73E+11,2.36E+06
6521,4.73E+11,2.36E+06
6522,4.73E+11,2.36E+06
6523,4.73E+11,2.36E+06
6524,4.73E+11,2.36E+06
6525,4.73E+11,2.36E+06
6526,4.73E+11,2.36E+06
6527,4.73E+11,2.36E+06
6528,4.73E+11,2.36E+06
6529,4.73E+11,2.36E+06
6530,4.73E+11,2.36E+06
6531,4.74E+11,2.36E+06
6532,4.74E+11,2.36E+06
6533,4.74E+11,2.36E+06
6534,4.74E+11,2.36E+06
6535,4.74E+11,2.36E+06
6536,4.74E+11,2.36E+06
6537,4.74E+11,2.36E+06
6538,4.74E+11,2.36E+06
6539,4.74E+11,2.36E+06
6540,4.74E+11,2.36E+06
6541,4.74E+11,2.36E+06
6542,4.74E+11,2.36E+06
6543,4.74E+11,2.36E+06
6544,4.74E+11,2.36E+06
6545,4.75E+11,2.36E+06
6546,4.75E+11,2.36E+06
6547,4.75E+11,2.36E+06
6548,4.75E+11,2.36E+06
6549,4.75E+11,2.36E+06
6550,4.75E+11,2.36E+06
6551,4.75E+11,2.36E+06
6552,4.75E+11,2.36E+06
6553,4.75E+11,2.36E+06
6554,4.75E+11,2.36E+06
6555,4.75E+11,2.36E+06
6556,4.75E+11,2.36E+06
6557,4.75E+11,2.36E+06
6558,4.75E+11,2.36E+06
6559,4.76E+11,2.36E+06
6560,4.76E+11,2.36E+06
6561,4.76E+11,2.36E+06
6562,4.76E+11,2.36E+06
6563,4.76E+11,2.36E+06
6564,4.76E+11,2.36E+06
6565,4.76E+11,2.36E+06
6566,4.76E+11,2.36E+06
6567,4.76E+11,2.36E+06
6568,4.76E+11,2.36E+06
6569,4.76E+11,2.36E+06
6570,4.76E+11,2.36E+06
6571,4.76E+11,2.36E+06
6572,4.76E+11,2.36E+06
6573,4.77E+11,2.36E+06
6574,4.77E+11,2.36E+06
6575,4.77E+11,2.36E+06
6576,4.77E+11,2.36E+06
6577,4.77E+11,2.36E+06
6578,4.77E+11,2.36E+06
6579,4.77E+11,2.36E+06
6580,4.77E+11,2.36E+06
6581,4.77E+11,2.36E+06
6582,4.77E+11,2.36E+06
6583,4.77E+11,2.36E+06
6584,4.77E+11,2.36E+06
6585,4.77E+11,2.36E+06
6586,4.77E+11,2.36E+06
6587,4.78E+11,2.36E+06
6588,4.78E+11,2.36E+06
6589,4.78E+11,2.36E+06
6590,4.78E+11,2.36E+06
6591,4.78E+11,2.36E+06
6592,4.78E+11,2.36E+06
6593,4.78E+11,2.36E+06
6594,4.78E+11,2.36E+06
6595,4.78E+11,2.36E+06
6596,4.78E+11,2.36E+06
6597,4.78E+11,2.36E+06
6598,4.78E+11,2.36E+06
6599,4.78E+11,2.36E+06
6600,4.79E+11,2.36E+06
6601,4.79E+11,2.36E+06
6602,4.79E+11,2.36E+06
6603,4.79E+11,2.36E+06
6604,4.79E+11,2.36E+06
6605,4.79E+11,2.36E+06
6606,4.79E+11,2.36E+06
6607,4.79E+11,2.36E+06
6608,4.79E+11,2.36E+06
6609,4.79E+11,2.36E+06
6610,4.79E+11,2.36E+06
6611,4.79E+11,2.36E+06
6612,4.79E+11,2.36E+06
6613,4.79E+11,2.36E+06
6614,4.80E+11,2.36E+06
6615,4.80E+11,2.36E+06
6616,4.80E+11,2.36E+06
6617,4.80E+11,2.36E+06
6618,4.80E+11,2.36E+06
6619,4.80E+11,2.36E+06
6620,4.80E+11,2.36E+06
6621,4.80E+11,2.36E+06
6622,4.80E+11,2.36E+06
6623,4.80E+11,2.36E+06
6624,4.80E+11,2.36E+06
6625,4.80E+11,2.36E+06
6626,4.80E+11,2.36E+06
6627,4.80E+11,2.36E+06
6628,4.81E+11,2.36E+06
6629,4.81E+11,2.36E+06
6630,4.81E+11,2.36E+06
6631,4.81E+11,2.36E+06
6632,4.81E+11,2.36E+06
6633,4.81E+11,2.36E+06
6634,4.81E+11,2.36E+06
6635,4.81E+11,2.36E+06
6636,4.81E+11,2.36E+06
6637,4.81E+11,2.36E+06
6638,4.81E+11,2.36E+06
6639,4.81E+11,2.36E+06
6640,4.81E+11,2.36E+06
6641,4.81E+11,2.36E+06
6642,4.82E+11,2.36E+06
6643,4.82E+11,2.36E+06
6644,4.82E+11,2.36E+06
6645,4.82E+11,2.36E+06
6646,4.82E+11,2.36E+06
6647,4.82E+11,2.36E+06
6648,4.82E+11,2.36E+06
6649,4.82E+11,2.36E+06
6650,4.82E+11,2.36E+06
6651,4.82E+11,2.36E+06
6652,4.82E+11,2.36E+06
6653,4.82E+11,2.36E+06
6654,4.82E+11,2.36E+06
6655,4.82E+11,2.36E+06
6656,4.83E+11,2.36E+06
6657,4.83E+11,2.36E+06
6658,4.83E+11,2.36E+06
6659,4.83E+11,2.36E+06
6660,4.83E+11,2.36E+06
6661,4.83E+11,2.36E+06
6662,4.83E+11,2.36E+06
6663,4.83E+11,2.36E+06
6664,4.83E+11,2.36E+06
6665,4.83E+11,2.36E+06
6666,4.83E+11,2.36E+06
6667,4.83E+11,2.36E+06
6668,4.83E+11,2.36E+06
6669,4.84E+11,2.36E+06
6670,4.84E+11,2.36E+06
6671,4.84E+11,2.36E+06
6672,4.84E+11,2.36E+06
6673,4.84E+11,2.36E+06
6674,4.84E+11,2.36E+06
6675,4.84E+11,2.36E+06
6676,4.84E+11,2.36E+06
6677,4.84E+11,2.36E+06
6678,4.84E+11,2.36E+06
6679,4.84E+11,2.36E+06
6680,4.84E+11,2.36E+06
6681,4.84E+11,2.36E+06
6682,4.84E+11,2.36E+06
6683,4.85E+11,2.36E+06
6684,4.85E+11,2.36E+06
6685,4.85E+11,2.36E+06
6686,4.85E+11,2.36E+06
6687,4.85E+11,2.36E+06
6688,4.85E+11,2.36E+06
6689,4.85E+11,2.36E+06
6690,4.85E+11,2.36E+06
6691,4.85E+11,2.36E+06
6692,4.85E+11,2.36E+06
6693,4.85E+11,2.36E+06
6694,4.85E+11,2.36E+06
6695,4.85E+11,2.36E+06
6696,4.85E+11,2.36E+06
6697,4.86E+11,2.36E+06
6698,4.86E+11,2.36E+06
6699,4.86E+11,2.36E+06
6700,4.86E+11,2.36E+06
6701,4.86E+11,2.36E+06
6702,4.86E+11,2.36E+06
6703,4.86E+11,2.36E+06
6704,4.86E+11,2.36E+06
6705,4.86E+11,2.36E+06
6706,4.86E+11,2.36E+06
6707,4.86E+11,2.36E+06
6708,4.86E+11,2.36E+06
6709,4.86E+11,2.36E+06
6710,4.86E+11,2.36E+06
6711,4.87E+11,2.36E+06
6712,4.87E+11,2.36E+06
6713,4.87E+11,2.36E+06
6714,4.87E+11,2.36E+06
6715,4.87E+11,2.36E+06
6716,4.87E+11,2.36E+06
6717,4.87E+11,2.36E+06
6718,4.87E+11,2.36E+06
6719,4.87E+11,2.36E+06
6720,4.87E+11,2.36E+06
6721,4.87E+11,2.36E+06
6722,4.87E+11,2.36E+06
6723,4.87E+11,2.36E+06
6724,4.88E+11,2.36E+06
6725,4.88E+11,2.36E+06
6726,4.88E+11,2.36E+06
6727,4.88E+11,2.36E+06
6728,4.88E+11,2.36E+06
6729,4.88E+11,2.36E+06
6730,4.88E+11,2.36E+06
6731,4.88E+11,2.36E+06
6732,4.88E+11,2.36E+06
6733,4.88E+11,2.36E+06
6734,4.88E+11,2.36E+06
6735,4.88E+11,2.36E+06
6736,4.88E+11,2.36E+06
6737,4.88E+11,2.36E+06
6738,4.89E+11,2.36E+06
6739,4.89E+11,2.36E+06
6740,4.89E+11,2.36E+06
6741,4.89E+11,2.36E+06
6742,4.89E+11,2.36E+06
6743,4.89E+11,2.36E+06
6744,4.89E+11,2.36E+06
6745,4.89E+11,2.36E+06
6746,4.89E+11,2.36E+06
6747,4.89E+11,2.36E+06
6748,4.89E+11,2.36E+06
6749,4.89E+11,2.36E+06
6750,4.89E+11,2.36E+06
6751,4.89E+11,2.36E+06
6752,4.90E+11,2.36E+06
6753,4.90E+11,2.36E+06
6754,4.90E+11,2.36E+06
6755,4.90E+11,2.36E+06
6756,4.90E+11,2.36E+06
6757,4.90E+11,2.36E+06
6758,4.90E+11,2.36E+06
6759,4.90E+11,2.36E+06
6760,4.90E+11,2.36E+06
6761,4.90E+11,2.36E+06
6762,4.90E+11,2.36E+06
6763,4.90E+11,2.36E+06
6764,4.90E+11,2.36E+06
6765,4.90E+11,2.36E+06
6766,4.91E+11,2.36E+06
6767,4.91E+11,2.36E+06
6768,4.91E+11,2.36E+06
6769,4.91E+11,2.36E+06
6770,4.91E+11,2.36E+06
6771,4.91E+11,2.36E+06
6772,4.91E+11,2.36E+06
6773,4.91E+11,2.36E+06
6774,4.91E+11,2.36E+06
6775,4.91E+11,2.36E+06
6776,4.91E+11,2.36E+06
6777,4.91E+11,2.36E+06
6778,4.91E+11,2.36E+06
6779,4.91E+11,2.36E+06
6780,4.92E+11,2.36E+06
6781,4.92E+11,2.36E+06
6782,4.92E+11,2.36E+06
6783,4.92E+11,2.36E+06
6784,4.92E+11,2.36E+06
6785,4.92E+11,2.36E+06
6786,4.92E+11,2.36E+06
6787,4.92E+11,2.36E+06
6788,4.92E+11,2.36E+06
6789,4.92E+11,2.36E+06
6790,4.92E+11,2.36E+06
6791,4.92E+11,2.36E+06
6792,4.92E+11,2.36E+06
6793,4.93E+11,2.36E+06
6794,4.93E+11,2.36E+06
6795,4.93E+11,2.36E+06
6796,4.93E+11,2.36E+06
6797,4.93E+11,2.36E+06
6798,4.93E+11,2.36E+06
6799,4.93E+11,2.36E+06
6800,4.93E+11,2.36E+06
6801,4.93E+11,2.36E+06
6802,4.93E+11,2.36E+06
6803,4.93E+11,2.36E+06
6804,4.93E+11,2.36E+06
6805,4.93E+11,2.36E+06
6806,4.93E+11,2.36E+06
6807,4.94E+11,2.36E+06
6808,4.94E+11,2.36E+06
6809,4.94E+11,2.36E+06
6810,4.94E+11,2.36E+06
6811,4.94E+11,2.36E+06
6812,4.94E+11,2.36E+06
6813,4.94E+11,2.36E+06
6814,4.94E+11,2.36E+06
6815,4.94E+11,2.36E+06
6816,4.94E+11,2.36E+06
6817,4.94E+11,2.36E+06
6818,4.94E+11,2.36E+06
6819,4.94E+11,2.36E+06
6820,4.94E+11,2.36E+06
6821,4.95E+11,2.36E+06
6822,4.95E+11,2.36E+06
6823,4.95E+11,2.36E+06
6824,4.95E+11,2.36E+06
6825,4.95E+11,2.36E+06
6826,4.95E+11,2.36E+06
6827,4.95E+11,2.36E+06
6828,4.95E+11,2.36E+06
6829,4.95E+11,2.36E+06
6830,4.95E+11,2.36E+06
6831,4.95E+11,2.36E+06
6832,4.95E+11,2.36E+06
6833,4.95E+11,2.36E+06
6834,4.95E+11,2.36E+06
6835,4.96E+11,2.36E+06
6836,4.96E+11,2.36E+06
6837,4.96E+11,2.36E+06
6838,4.96E+11,2.36E+06
6839,4.96E+11,2.36E+06
6840,4.96E+11,2.36E+06
6841,4.96E+11,2.36E+06
6842,4.96E+11,2.36E+06
