nbpts,z_h,Te
2024,146680000000,2360000
2025,146750000000,2360000
2026,146830000000,2360000
2027,146900000000,2360000
2028,146970000000,2360000
2029,147040000000,2360000
2030,147120000000,2360000
2031,147190000000,2360000
2032,147260000000,2360000
2033,147330000000,2360000
2034,147410000000,2360000
2035,147480000000,2360000
2036,147550000000,2360000
2037,147620000000,2360000
2038,147700000000,2360000
2039,147770000000,2360000
2040,147840000000,2360000
2041,147910000000,2360000
2042,147990000000,2360000
2043,148060000000,2360000
2044,148130000000,2360000
2045,148200000000,2360000
2046,148280000000,2360000
2047,148350000000,2360000
2048,148420000000,2360000
2049,148490000000,2360000
2050,148570000000,2360000
2051,148640000000,2360000
2052,148710000000,2360000
2053,148780000000,2360000
2054,148860000000,2360000
2055,148930000000,2360000
2056,149000000000,2360000
2057,149070000000,2360000
2058,149150000000,2360000
2059,149220000000,2360000
2060,149290000000,2360000
2061,149360000000,2360000
2062,149440000000,2360000
2063,149510000000,2360000
2064,149580000000,2360000
2065,149650000000,2360000
2066,149730000000,2360000
2067,149800000000,2360000
2068,149870000000,2360000
2069,149940000000,2360000
2070,150020000000,2360000
2071,150090000000,2360000
2072,150160000000,2360000
2073,150230000000,2360000
2074,150310000000,2360000
2075,150380000000,2360000
2076,150450000000,2360000
2077,150520000000,2360000
2078,150600000000,2360000
2079,150670000000,2360000
2080,150740000000,2360000
2081,150810000000,2360000
2082,150890000000,2360000
2083,150960000000,2360000
2084,151030000000,2360000
2085,151100000000,2360000
2086,151180000000,2360000
2087,151250000000,2360000
2088,151320000000,2360000
2089,151390000000,2360000
2090,151470000000,2360000
2091,151540000000,2360000
2092,151610000000,2360000
2093,151680000000,2360000
2094,151760000000,2360000
2095,151830000000,2360000
2096,151900000000,2360000
2097,151970000000,2360000
2098,152050000000,2360000
2099,152120000000,2360000
2100,152190000000,2360000
2101,152260000000,2360000
2102,152340000000,2360000
2103,152410000000,2360000
2104,152480000000,2360000
2105,152550000000,2360000
2106,152630000000,2360000
2107,152700000000,2360000
2108,152770000000,2360000
2109,152840000000,2360000
2110,152920000000,2360000
2111,152990000000,2360000
2112,153060000000,2360000
2113,153130000000,2360000
2114,153210000000,2360000
2115,153280000000,2360000
2116,153350000000,2360000
2117,153420000000,2360000
2118,153500000000,2360000
2119,153570000000,2360000
2120,153640000000,2360000
2121,153710000000,2360000
2122,153790000000,2360000
2123,153860000000,2360000
2124,153930000000,2360000
2125,154000000000,2360000
2126,154080000000,2360000
2127,154150000000,2360000
2128,154220000000,2360000
2129,154290000000,2360000
2130,154370000000,2360000
2131,154440000000,2360000
2132,154510000000,2360000
2133,154580000000,2360000
2134,154660000000,2360000
2135,154730000000,2360000
2136,154800000000,2360000
2137,154870000000,2360000
2138,154950000000,2360000
2139,155020000000,2360000
2140,155090000000,2360000
2141,155160000000,2360000
2142,155240000000,2360000
2143,155310000000,2360000
2144,155380000000,2360000
2145,155450000000,2360000
2146,155530000000,2360000
2147,155600000000,2360000
2148,155670000000,2360000
2149,155740000000,2360000
2150,155820000000,2360000
2151,155890000000,2360000
2152,155960000000,2360000
2153,156030000000,2360000
2154,156110000000,2360000
2155,156180000000,2360000
2156,156250000000,2360000
2157,156320000000,2360000
2158,156400000000,2360000
2159,156470000000,2360000
2160,156540000000,2360000
2161,156610000000,2360000
2162,156690000000,2360000
2163,156760000000,2360000
2164,156830000000,2360000
2165,156900000000,2360000
2166,156980000000,2360000
2167,157050000000,2360000
2168,157120000000,2360000
2169,157190000000,2360000
2170,157270000000,2360000
2171,157340000000,2360000
2172,157410000000,2360000
2173,157480000000,2360000
2174,157560000000,2360000
2175,157630000000,2360000
2176,157700000000,2360000
2177,157770000000,2360000
2178,157850000000,2360000
2179,157920000000,2360000
2180,157990000000,2360000
2181,158060000000,2360000
2182,158140000000,2360000
2183,158210000000,2360000
2184,158280000000,2360000
2185,158350000000,2360000
2186,158430000000,2360000
2187,158500000000,2360000
2188,158570000000,2360000
2189,158640000000,2360000
2190,158720000000,2360000
2191,158790000000,2360000
2192,158860000000,2360000
2193,158930000000,2360000
2194,159010000000,2360000
2195,159080000000,2360000
2196,159150000000,2360000
2197,159220000000,2360000
2198,159300000000,2360000
2199,159370000000,2360000
2200,159440000000,2360000
2201,159510000000,2360000
2202,159590000000,2360000
2203,159660000000,2360000
2204,159730000000,2360000
2205,159800000000,2360000
2206,159880000000,2360000
2207,159950000000,2360000
2208,160020000000,2360000
2209,160090000000,2360000
2210,160170000000,2360000
2211,160240000000,2360000
2212,160310000000,2360000
2213,160380000000,2360000
2214,160460000000,2360000
2215,160530000000,2360000
2216,160600000000,2360000
2217,160670000000,2360000
2218,160750000000,2360000
2219,160820000000,2360000
2220,160890000000,2360000
2221,160960000000,2360000
2222,161040000000,2360000
2223,161110000000,2360000
2224,161180000000,2360000
2225,161250000000,2360000
2226,161330000000,2360000
2227,161400000000,2360000
2228,161470000000,2360000
2229,161540000000,2360000
2230,161620000000,2360000
2231,161690000000,2360000
2232,161760000000,2360000
2233,161830000000,2360000
2234,161910000000,2360000
2235,161980000000,2360000
2236,162050000000,2360000
2237,162120000000,2360000
2238,162200000000,2360000
2239,162270000000,2360000
2240,162340000000,2360000
2241,162410000000,2360000
2242,162490000000,2360000
2243,162560000000,2360000
2244,162630000000,2360000
2245,162700000000,2360000
2246,162780000000,2360000
2247,162850000000,2360000
2248,162920000000,2360000
2249,162990000000,2360000
2250,163070000000,2360000
2251,163140000000,2360000
2252,163210000000,2360000
2253,163290000000,2360000
2254,163360000000,2360000
2255,163430000000,2360000
2256,163500000000,2360000
2257,163580000000,2360000
2258,163650000000,2360000
2259,163720000000,2360000
2260,163790000000,2360000
2261,163870000000,2360000
2262,163940000000,2360000
2263,164010000000,2360000
2264,164080000000,2360000
2265,164160000000,2360000
2266,164230000000,2360000
2267,164300000000,2360000
2268,164370000000,2360000
2269,164450000000,2360000
2270,164520000000,2360000
2271,164590000000,2360000
2272,164660000000,2360000
2273,164740000000,2360000
2274,164810000000,2360000
2275,164880000000,2360000
2276,164950000000,2360000
2277,165030000000,2360000
2278,165100000000,2360000
2279,165170000000,2360000
2280,165240000000,2360000
2281,165320000000,2360000
2282,165390000000,2360000
2283,165460000000,2360000
2284,165530000000,2360000
2285,165610000000,2360000
2286,165680000000,2360000
2287,165750000000,2360000
2288,165820000000,2360000
2289,165900000000,2360000
2290,165970000000,2360000
2291,166040000000,2360000
2292,166110000000,2360000
2293,166190000000,2360000
2294,166260000000,2360000
2295,166330000000,2360000
2296,166400000000,2360000
2297,166480000000,2360000
2298,166550000000,2360000
2299,166620000000,2360000
2300,166690000000,2360000
2301,166770000000,2360000
2302,166840000000,2360000
2303,166910000000,2360000
2304,166980000000,2360000
2305,167060000000,2360000
2306,167130000000,2360000
2307,167200000000,2360000
2308,167270000000,2360000
2309,167350000000,2360000
2310,167420000000,2360000
2311,167490000000,2360000
2312,167560000000,2360000
2313,167640000000,2360000
2314,167710000000,2360000
2315,167780000000,2360000
2316,167850000000,2360000
2317,167930000000,2360000
2318,168000000000,2360000
2319,168070000000,2360000
2320,168140000000,2360000
2321,168220000000,2360000
2322,168290000000,2360000
2323,168360000000,2360000
2324,168430000000,2360000
2325,168510000000,2360000
2326,168580000000,2360000
2327,168650000000,2360000
2328,168720000000,2360000
2329,168800000000,2360000
2330,168870000000,2360000
2331,168940000000,2360000
2332,169010000000,2360000
2333,169090000000,2360000
2334,169160000000,2360000
2335,169230000000,2360000
2336,169300000000,2360000
2337,169380000000,2360000
2338,169450000000,2360000
2339,169520000000,2360000
2340,169590000000,2360000
2341,169670000000,2360000
2342,169740000000,2360000
2343,169810000000,2360000
2344,169880000000,2360000
2345,169960000000,2360000
2346,170030000000,2360000
2347,170100000000,2360000
2348,170170000000,2360000
2349,170250000000,2360000
2350,170320000000,2360000
2351,170390000000,2360000
2352,170460000000,2360000
2353,170540000000,2360000
2354,170610000000,2360000
2355,170680000000,2360000
2356,170750000000,2360000
2357,170830000000,2360000
2358,170900000000,2360000
2359,170970000000,2360000
2360,171040000000,2360000
2361,171120000000,2360000
2362,171190000000,2360000
2363,171260000000,2360000
2364,171330000000,2360000
2365,171410000000,2360000
2366,171480000000,2360000
2367,171550000000,2360000
2368,171620000000,2360000
2369,171700000000,2360000
2370,171770000000,2360000
2371,171840000000,2360000
2372,171910000000,2360000
2373,171990000000,2360000
2374,172060000000,2360000
2375,172130000000,2360000
2376,172200000000,2360000
2377,172280000000,2360000
2378,172350000000,2360000
2379,172420000000,2360000
2380,172490000000,2360000
2381,172570000000,2360000
2382,172640000000,2360000
2383,172710000000,2360000
2384,172780000000,2360000
2385,172860000000,2360000
2386,172930000000,2360000
2387,173000000000,2360000
2388,173070000000,2360000
2389,173150000000,2360000
2390,173220000000,2360000
2391,173290000000,2360000
2392,173360000000,2360000
2393,173440000000,2360000
2394,173510000000,2360000
2395,173580000000,2360000
2396,173650000000,2360000
2397,173730000000,2360000
2398,173800000000,2360000
2399,173870000000,2360000
2400,173940000000,2360000
2401,174020000000,2360000
2402,174090000000,2360000
2403,174160000000,2360000
2404,174230000000,2360000
2405,174310000000,2360000
2406,174380000000,2360000
2407,174450000000,2360000
2408,174520000000,2360000
2409,174600000000,2360000
2410,174670000000,2360000
2411,174740000000,2360000
2412,174810000000,2360000
2413,174890000000,2360000
2414,174960000000,2360000
2415,175030000000,2360000
2416,175100000000,2360000
2417,175180000000,2360000
2418,175250000000,2360000
2419,175320000000,2360000
2420,175390000000,2360000
2421,175470000000,2360000
2422,175540000000,2360000
2423,175610000000,2360000
2424,175680000000,2360000
2425,175760000000,2360000
2426,175830000000,2360000
2427,175900000000,2360000
2428,175970000000,2360000
2429,176050000000,2360000
2430,176120000000,2360000
2431,176190000000,2360000
2432,176260000000,2360000
2433,176340000000,2360000
2434,176410000000,2360000
2435,176480000000,2360000
2436,176550000000,2360000
2437,176630000000,2360000
2438,176700000000,2360000
2439,176770000000,2360000
2440,176840000000,2360000
2441,176920000000,2360000
2442,176990000000,2360000
2443,177060000000,2360000
2444,177130000000,2360000
2445,177210000000,2360000
2446,177280000000,2360000
2447,177350000000,2360000
2448,177420000000,2360000
2449,177500000000,2360000
2450,177570000000,2360000
2451,177640000000,2360000
2452,177710000000,2360000
2453,177790000000,2360000
2454,177860000000,2360000
2455,177930000000,2360000
2456,178000000000,2360000
2457,178080000000,2360000
2458,178150000000,2360000
2459,178220000000,2360000
2460,178290000000,2360000
2461,178370000000,2360000
2462,178440000000,2360000
2463,178510000000,2360000
2464,178580000000,2360000
2465,178660000000,2360000
2466,178730000000,2360000
2467,178800000000,2360000
2468,178870000000,2360000
2469,178950000000,2360000
2470,179020000000,2360000
2471,179090000000,2360000
2472,179160000000,2360000
2473,179240000000,2360000
2474,179310000000,2360000
2475,179380000000,2360000
2476,179450000000,2360000
2477,179530000000,2360000
2478,179600000000,2360000
2479,179670000000,2360000
2480,179740000000,2360000
2481,179820000000,2360000
2482,179890000000,2360000
2483,179960000000,2360000
2484,180030000000,2360000
2485,180110000000,2360000
2486,180180000000,2360000
2487,180250000000,2360000
2488,180320000000,2360000
2489,180400000000,2360000
2490,180470000000,2360000
2491,180540000000,2360000
2492,180610000000,2360000
2493,180690000000,2360000
2494,180760000000,2360000
2495,180830000000,2360000
2496,180900000000,2360000
2497,180980000000,2360000
2498,181050000000,2360000
2499,181120000000,2360000
2500,181190000000,2360000
2501,181270000000,2360000
2502,181340000000,2360000
2503,181410000000,2360000
2504,181490000000,2360000
2505,181560000000,2360000
2506,181630000000,2360000
2507,181700000000,2360000
2508,181780000000,2360000
2509,181850000000,2360000
2510,181920000000,2360000
2511,181990000000,2360000
2512,182070000000,2360000
2513,182140000000,2360000
2514,182210000000,2360000
2515,182280000000,2360000
2516,182360000000,2360000
2517,182430000000,2360000
2518,182500000000,2360000
2519,182570000000,2360000
2520,182650000000,2360000
2521,182720000000,2360000
2522,182790000000,2360000
2523,182860000000,2360000
2524,182940000000,2360000
2525,183010000000,2360000
2526,183080000000,2360000
2527,183150000000,2360000
2528,183230000000,2360000
2529,183300000000,2360000
2530,183370000000,2360000
2531,183440000000,2360000
2532,183520000000,2360000
2533,183590000000,2360000
2534,183660000000,2360000
2535,183730000000,2360000
2536,183810000000,2360000
2537,183880000000,2360000
2538,183950000000,2360000
2539,184020000000,2360000
2540,184100000000,2360000
2541,184170000000,2360000
2542,184240000000,2360000
2543,184310000000,2360000
2544,184390000000,2360000
2545,184460000000,2360000
2546,184530000000,2360000
2547,184600000000,2360000
2548,184680000000,2360000
2549,184750000000,2360000
2550,184820000000,2360000
2551,184890000000,2360000
2552,184970000000,2360000
2553,185040000000,2360000
2554,185110000000,2360000
2555,185180000000,2360000
2556,185260000000,2360000
2557,185330000000,2360000
2558,185400000000,2360000
2559,185470000000,2360000
2560,185550000000,2360000
2561,185620000000,2360000
2562,185690000000,2360000
2563,185760000000,2360000
2564,185840000000,2360000
2565,185910000000,2360000
2566,185980000000,2360000
2567,186050000000,2360000
2568,186130000000,2360000
2569,186200000000,2360000
2570,186270000000,2360000
2571,186340000000,2360000
2572,186420000000,2360000
2573,186490000000,2360000
2574,186560000000,2360000
2575,186630000000,2360000
2576,186710000000,2360000
2577,186780000000,2360000
2578,186850000000,2360000
2579,186920000000,2360000
2580,187000000000,2360000
2581,187070000000,2360000
2582,187140000000,2360000
2583,187210000000,2360000
2584,187290000000,2360000
2585,187360000000,2360000
2586,187430000000,2360000
2587,187500000000,2360000
2588,187580000000,2360000
2589,187650000000,2360000
2590,187720000000,2360000
2591,187790000000,2360000
2592,187870000000,2360000
2593,187940000000,2360000
2594,188010000000,2360000
2595,188080000000,2360000
2596,188160000000,2360000
2597,188230000000,2360000
2598,188300000000,2360000
2599,188370000000,2360000
2600,188450000000,2360000
2601,188520000000,2360000
2602,188590000000,2360000
2603,188660000000,2360000
2604,188740000000,2360000
2605,188810000000,2360000
2606,188880000000,2360000
2607,188950000000,2360000
2608,189030000000,2360000
2609,189100000000,2360000
2610,189170000000,2360000
2611,189240000000,2360000
2612,189320000000,2360000
2613,189390000000,2360000
2614,189460000000,2360000
2615,189530000000,2360000
2616,189610000000,2360000
2617,189680000000,2360000
2618,189750000000,2360000
2619,189820000000,2360000
2620,189900000000,2360000
2621,189970000000,2360000
2622,190040000000,2360000
2623,190110000000,2360000
2624,190190000000,2360000
2625,190260000000,2360000
2626,190330000000,2360000
2627,190400000000,2360000
2628,190480000000,2360000
2629,190550000000,2360000
2630,190620000000,2360000
2631,190690000000,2360000
2632,190770000000,2360000
2633,190840000000,2360000
2634,190910000000,2360000
2635,190980000000,2360000
2636,191060000000,2360000
2637,191130000000,2360000
2638,191200000000,2360000
2639,191270000000,2360000
2640,191350000000,2360000
2641,191420000000,2360000
2642,191490000000,2360000
2643,191560000000,2360000
2644,191640000000,2360000
2645,191710000000,2360000
2646,191780000000,2360000
2647,191850000000,2360000
2648,191930000000,2360000
2649,192000000000,2360000
2650,192070000000,2360000
2651,192140000000,2360000
2652,192220000000,2360000
2653,192290000000,2360000
2654,192360000000,2360000
2655,192430000000,2360000
2656,192510000000,2360000
2657,192580000000,2360000
2658,192650000000,2360000
2659,192720000000,2360000
2660,192800000000,2360000
2661,192870000000,2360000
2662,192940000000,2360000
2663,193010000000,2360000
2664,193090000000,2360000
2665,193160000000,2360000
2666,193230000000,2360000
2667,193300000000,2360000
2668,193380000000,2360000
2669,193450000000,2360000
2670,193520000000,2360000
2671,193590000000,2360000
2672,193670000000,2360000
2673,193740000000,2360000
2674,193810000000,2360000
2675,193880000000,2360000
2676,193960000000,2360000
2677,194030000000,2360000
2678,194100000000,2360000
2679,194170000000,2360000
2680,194250000000,2360000
2681,194320000000,2360000
2682,194390000000,2360000
2683,194460000000,2360000
2684,194540000000,2360000
2685,194610000000,2360000
2686,194680000000,2360000
2687,194750000000,2360000
2688,194830000000,2360000
2689,194900000000,2360000
2690,194970000000,2360000
2691,195040000000,2360000
2692,195120000000,2360000
2693,195190000000,2360000
2694,195260000000,2360000
2695,195330000000,2360000
2696,195410000000,2360000
2697,195480000000,2360000
2698,195550000000,2360000
2699,195620000000,2360000
2700,195700000000,2360000
2701,195770000000,2360000
2702,195840000000,2360000
2703,195910000000,2360000
2704,195990000000,2360000
2705,196060000000,2360000
2706,196130000000,2360000
2707,196200000000,2360000
2708,196280000000,2360000
2709,196350000000,2360000
2710,196420000000,2360000
2711,196490000000,2360000
2712,196570000000,2360000
2713,196640000000,2360000
2714,196710000000,2360000
2715,196780000000,2360000
2716,196860000000,2360000
2717,196930000000,2360000
2718,197000000000,2360000
2719,197070000000,2360000
2720,197150000000,2360000
2721,197220000000,2360000
2722,197290000000,2360000
2723,197360000000,2360000
2724,197440000000,2360000
2725,197510000000,2360000
2726,197580000000,2360000
2727,197650000000,2360000
2728,197730000000,2360000
2729,197800000000,2360000
2730,197870000000,2360000
2731,197940000000,2360000
2732,198020000000,2360000
2733,198090000000,2360000
2734,198160000000,2360000
2735,198230000000,2360000
2736,198310000000,2360000
2737,198380000000,2360000
2738,198450000000,2360000
2739,198520000000,2360000
2740,198600000000,2360000
2741,198670000000,2360000
2742,198740000000,2360000
2743,198810000000,2360000
2744,198890000000,2360000
2745,198960000000,2360000
2746,199030000000,2360000
2747,199100000000,2360000
2748,199180000000,2360000
2749,199250000000,2360000
2750,199320000000,2360000
2751,199400000000,2360000
2752,199470000000,2360000
2753,199540000000,2360000
2754,199610000000,2360000
2755,199690000000,2360000
2756,199760000000,2360000
2757,199830000000,2360000
2758,199900000000,2360000
2759,199980000000,2360000
2760,200050000000,2360000
2761,200120000000,2360000
2762,200190000000,2360000
2763,200270000000,2360000
2764,200340000000,2360000
2765,200410000000,2360000
2766,200480000000,2360000
2767,200560000000,2360000
2768,200630000000,2360000
2769,200700000000,2360000
2770,200770000000,2360000
2771,200850000000,2360000
2772,200920000000,2360000
2773,200990000000,2360000
2774,201060000000,2360000
2775,201140000000,2360000
2776,201210000000,2360000
2777,201280000000,2360000
2778,201350000000,2360000
2779,201430000000,2360000
2780,201500000000,2360000
2781,201570000000,2360000
2782,201640000000,2360000
2783,201720000000,2360000
2784,201790000000,2360000
2785,201860000000,2360000
2786,201930000000,2360000
2787,202010000000,2360000
2788,202080000000,2360000
2789,202150000000,2360000
2790,202220000000,2360000
2791,202300000000,2360000
2792,202370000000,2360000
2793,202440000000,2360000
2794,202510000000,2360000
2795,202590000000,2360000
2796,202660000000,2360000
2797,202730000000,2360000
2798,202800000000,2360000
2799,202880000000,2360000
2800,202950000000,2360000
2801,203020000000,2360000
2802,203090000000,2360000
2803,203170000000,2360000
2804,203240000000,2360000
2805,203310000000,2360000
2806,203380000000,2360000
2807,203460000000,2360000
2808,203530000000,2360000
2809,203600000000,2360000
2810,203670000000,2360000
2811,203750000000,2360000
2812,203820000000,2360000
2813,203890000000,2360000
2814,203960000000,2360000
2815,204040000000,2360000
2816,204110000000,2360000
2817,204180000000,2360000
2818,204250000000,2360000
2819,204330000000,2360000
2820,204400000000,2360000
2821,204470000000,2360000
2822,204540000000,2360000
2823,204620000000,2360000
2824,204690000000,2360000
2825,204760000000,2360000
2826,204830000000,2360000
2827,204910000000,2360000
2828,204980000000,2360000
2829,205050000000,2360000
2830,205120000000,2360000
2831,205200000000,2360000
2832,205270000000,2360000
2833,205340000000,2360000
2834,205410000000,2360000
2835,205490000000,2360000
2836,205560000000,2360000
2837,205630000000,2360000
2838,205700000000,2360000
2839,205780000000,2360000
2840,205850000000,2360000
2841,205920000000,2360000
2842,205990000000,2360000
2843,206070000000,2360000
2844,206140000000,2360000
2845,206210000000,2360000
2846,206280000000,2360000
2847,206360000000,2360000
2848,206430000000,2360000
2849,206500000000,2360000
2850,206570000000,2360000
2851,206650000000,2360000
2852,206720000000,2360000
2853,206790000000,2360000
2854,206860000000,2360000
2855,206940000000,2360000
2856,207010000000,2360000
2857,207080000000,2360000
2858,207150000000,2360000
2859,207230000000,2360000
2860,207300000000,2360000
2861,207370000000,2360000
2862,207440000000,2360000
2863,207520000000,2360000
2864,207590000000,2360000
2865,207660000000,2360000
2866,207730000000,2360000
2867,207810000000,2360000
2868,207880000000,2360000
2869,207950000000,2360000
2870,208020000000,2360000
2871,208100000000,2360000
2872,208170000000,2360000
2873,208240000000,2360000
2874,208310000000,2360000
2875,208390000000,2360000
2876,208460000000,2360000
2877,208530000000,2360000
2878,208600000000,2360000
2879,208680000000,2360000
2880,208750000000,2360000
2881,208820000000,2360000
2882,208890000000,2360000
2883,208970000000,2360000
2884,209040000000,2360000
2885,209110000000,2360000
2886,209180000000,2360000
2887,209260000000,2360000
2888,209330000000,2360000
2889,209400000000,2360000
2890,209470000000,2360000
2891,209550000000,2360000
2892,209620000000,2360000
2893,209690000000,2360000
2894,209760000000,2360000
2895,209840000000,2360000
2896,209910000000,2360000
2897,209980000000,2360000
2898,210050000000,2360000
2899,210130000000,2360000
2900,210200000000,2360000
2901,210270000000,2360000
2902,210340000000,2360000
2903,210420000000,2360000
2904,210490000000,2360000
2905,210560000000,2360000
2906,210630000000,2360000
2907,210710000000,2360000
2908,210780000000,2360000
2909,210850000000,2360000
2910,210920000000,2360000
2911,211000000000,2360000
2912,211070000000,2360000
2913,211140000000,2360000
2914,211210000000,2360000
2915,211290000000,2360000
2916,211360000000,2360000
2917,211430000000,2360000
2918,211500000000,2360000
2919,211580000000,2360000
2920,211650000000,2360000
2921,211720000000,2360000
2922,211790000000,2360000
2923,211870000000,2360000
2924,211940000000,2360000
2925,212010000000,2360000
2926,212080000000,2360000
2927,212160000000,2360000
2928,212230000000,2360000
2929,212300000000,2360000
2930,212370000000,2360000
2931,212450000000,2360000
2932,212520000000,2360000
2933,212590000000,2360000
2934,212660000000,2360000
2935,212740000000,2360000
2936,212810000000,2360000
2937,212880000000,2360000
2938,212950000000,2360000
2939,213030000000,2360000
2940,213100000000,2360000
2941,213170000000,2360000
2942,213240000000,2360000
2943,213320000000,2360000
2944,213390000000,2360000
2945,213460000000,2360000
2946,213530000000,2360000
2947,213610000000,2360000
2948,213680000000,2360000
2949,213750000000,2360000
2950,213820000000,2360000
2951,213900000000,2360000
2952,213970000000,2360000
2953,214040000000,2360000
2954,214110000000,2360000
2955,214190000000,2360000
2956,214260000000,2360000
2957,214330000000,2360000
2958,214400000000,2360000
2959,214480000000,2360000
2960,214550000000,2360000
2961,214620000000,2360000
2962,214690000000,2360000
2963,214770000000,2360000
2964,214840000000,2360000
2965,214910000000,2360000
2966,214980000000,2360000
2967,215060000000,2360000
2968,215130000000,2360000
2969,215200000000,2360000
2970,215270000000,2360000
2971,215350000000,2360000
2972,215420000000,2360000
2973,215490000000,2360000
2974,215560000000,2360000
2975,215640000000,2360000
2976,215710000000,2360000
2977,215780000000,2360000
2978,215850000000,2360000
2979,215930000000,2360000
2980,216000000000,2360000
2981,216070000000,2360000
2982,216140000000,2360000
2983,216220000000,2360000
2984,216290000000,2360000
2985,216360000000,2360000
2986,216430000000,2360000
2987,216510000000,2360000
2988,216580000000,2360000
2989,216650000000,2360000
2990,216720000000,2360000
2991,216800000000,2360000
2992,216870000000,2360000
2993,216940000000,2360000
2994,217010000000,2360000
2995,217090000000,2360000
2996,217160000000,2360000
2997,217230000000,2360000
2998,217300000000,2360000
2999,217380000000,2360000
3000,217450000000,2360000
3001,217520000000,2360000
3002,217600000000,2360000
3003,217670000000,2360000
3004,217740000000,2360000
3005,217810000000,2360000
3006,217890000000,2360000
3007,217960000000,2360000
3008,218030000000,2360000
3009,218100000000,2360000
3010,218180000000,2360000
3011,218250000000,2360000
3012,218320000000,2360000
3013,218390000000,2360000
3014,218470000000,2360000
3015,218540000000,2360000
3016,218610000000,2360000
3017,218680000000,2360000
3018,218760000000,2360000
3019,218830000000,2360000
3020,218900000000,2360000
3021,218970000000,2360000
3022,219050000000,2360000
3023,219120000000,2360000
3024,219190000000,2360000
3025,219260000000,2360000
3026,219340000000,2360000
3027,219410000000,2360000
3028,219480000000,2360000
3029,219550000000,2360000
3030,219630000000,2360000
3031,219700000000,2360000
3032,219770000000,2360000
3033,219840000000,2360000
3034,219920000000,2360000
3035,219990000000,2360000
3036,220060000000,2360000
3037,220130000000,2360000
3038,220210000000,2360000
3039,220280000000,2360000
3040,220350000000,2360000
3041,220420000000,2360000
3042,220500000000,2360000
3043,220570000000,2360000
3044,220640000000,2360000
3045,220710000000,2360000
3046,220790000000,2360000
3047,220860000000,2360000
3048,220930000000,2360000
3049,221000000000,2360000
3050,221080000000,2360000
3051,221150000000,2360000
3052,221220000000,2360000
3053,221290000000,2360000
3054,221370000000,2360000
3055,221440000000,2360000
3056,221510000000,2360000
3057,221580000000,2360000
3058,221660000000,2360000
3059,221730000000,2360000
3060,221800000000,2360000
3061,221870000000,2360000
3062,221950000000,2360000
3063,222020000000,2360000
3064,222090000000,2360000
3065,222160000000,2360000
3066,222240000000,2360000
3067,222310000000,2360000
3068,222380000000,2360000
3069,222450000000,2360000
3070,222530000000,2360000
3071,222600000000,2360000
3072,222670000000,2360000
3073,222740000000,2360000
3074,222820000000,2360000
3075,222890000000,2360000
3076,222960000000,2360000
3077,223030000000,2360000
3078,223110000000,2360000
3079,223180000000,2360000
3080,223250000000,2360000
3081,223320000000,2360000
3082,223400000000,2360000
3083,223470000000,2360000
3084,223540000000,2360000
3085,223610000000,2360000
3086,223690000000,2360000
3087,223760000000,2360000
3088,223830000000,2360000
3089,223900000000,2360000
3090,223980000000,2360000
3091,224050000000,2360000
3092,224120000000,2360000
3093,224190000000,2360000
3094,224270000000,2360000
3095,224340000000,2360000
3096,224410000000,2360000
3097,224480000000,2360000
3098,224560000000,2360000
3099,224630000000,2360000
3100,224700000000,2360000
3101,224770000000,2360000
3102,224850000000,2360000
3103,224920000000,2360000
3104,224990000000,2360000
3105,225060000000,2360000
3106,225140000000,2360000
3107,225210000000,2360000
3108,225280000000,2360000
3109,225350000000,2360000
3110,225430000000,2360000
3111,225500000000,2360000
3112,225570000000,2360000
3113,225640000000,2360000
3114,225720000000,2360000
3115,225790000000,2360000
3116,225860000000,2360000
3117,225930000000,2360000
3118,226010000000,2360000
3119,226080000000,2360000
3120,226150000000,2360000
3121,226220000000,2360000
3122,226300000000,2360000
3123,226370000000,2360000
3124,226440000000,2360000
3125,226510000000,2360000
3126,226590000000,2360000
3127,226660000000,2360000
3128,226730000000,2360000
3129,226800000000,2360000
3130,226880000000,2360000
3131,226950000000,2360000
3132,227020000000,2360000
3133,227090000000,2360000
3134,227170000000,2360000
3135,227240000000,2360000
3136,227310000000,2360000
3137,227380000000,2360000
3138,227460000000,2360000
3139,227530000000,2360000
3140,227600000000,2360000
3141,227670000000,2360000
3142,227750000000,2360000
3143,227820000000,2360000
3144,227890000000,2360000
3145,227960000000,2360000
3146,228040000000,2360000
3147,228110000000,2360000
3148,228180000000,2360000
3149,228250000000,2360000
3150,228330000000,2360000
3151,228400000000,2360000
3152,228470000000,2360000
3153,228540000000,2360000
3154,228620000000,2360000
3155,228690000000,2360000
3156,228760000000,2360000
3157,228830000000,2360000
3158,228910000000,2360000
3159,228980000000,2360000
3160,229050000000,2360000
3161,229120000000,2360000
3162,229200000000,2360000
3163,229270000000,2360000
3164,229340000000,2360000
3165,229410000000,2360000
3166,229490000000,2360000
3167,229560000000,2360000
3168,229630000000,2360000
3169,229700000000,2360000
3170,229780000000,2360000
3171,229850000000,2360000
3172,229920000000,2360000
3173,229990000000,2360000
3174,230070000000,2360000
3175,230140000000,2360000
3176,230210000000,2360000
3177,230280000000,2360000
3178,230360000000,2360000
3179,230430000000,2360000
3180,230500000000,2360000
3181,230570000000,2360000
3182,230650000000,2360000
3183,230720000000,2360000
3184,230790000000,2360000
3185,230860000000,2360000
3186,230940000000,2360000
3187,231010000000,2360000
3188,231080000000,2360000
