nbts,z_h,Te
4104,3487400000,1279400
4105,3488300000,1279500
4106,3489100000,1279600
4107,3490000000,1279700
4108,3490900000,1279800
4109,3491700000,1279900
4110,3492600000,1280000
4111,3493400000,1280100
4112,3494300000,1280200
4113,3495100000,1280300
4114,3496000000,1280400
4115,3496800000,1280500
4116,3497700000,1280600
4117,3498500000,1280700
4118,3499400000,1280800
4119,3500200000,1280900
4120,3501100000,1281000
4121,3501900000,1281100
4122,3502800000,1281200
4123,3503600000,1281300
4124,3504500000,1281500
4125,3505300000,1281600
4126,3506200000,1281700
4127,3507100000,1281800
4128,3507900000,1281900
4129,3508800000,1282000
4130,3509600000,1282100
4131,3510500000,1282200
4132,3511300000,1282300
4133,3512200000,1282400
4134,3513000000,1282500
4135,3513900000,1282600
4136,3514700000,1282700
4137,3515600000,1282800
4138,3516400000,1282900
4139,3517300000,1283000
4140,3518100000,1283100
4141,3519000000,1283200
4142,3519800000,1283300
4143,3520700000,1283400
4144,3521500000,1283500
4145,3522400000,1283600
4146,3523200000,1283700
4147,3524100000,1283900
4148,3525000000,1284000
4149,3525800000,1284100
4150,3526700000,1284200
4151,3527500000,1284300
4152,3528400000,1284400
4153,3529200000,1284500
4154,3530100000,1284600
4155,3530900000,1284700
4156,3531800000,1284800
4157,3532600000,1284900
4158,3533500000,1285000
4159,3534300000,1285100
4160,3535200000,1285200
4161,3536000000,1285300
4162,3536900000,1285400
4163,3537700000,1285500
4164,3538600000,1285600
4165,3539400000,1285700
4166,3540300000,1285800
4167,3541100000,1285900
4168,3542000000,1286000
4169,3542900000,1286100
4170,3543700000,1286200
4171,3544600000,1286300
4172,3545400000,1286400
4173,3546300000,1286600
4174,3547100000,1286700
4175,3548000000,1286800
4176,3548800000,1286900
4177,3549700000,1287000
4178,3550500000,1287100
4179,3551400000,1287200
4180,3552200000,1287300
4181,3553100000,1287400
4182,3553900000,1287500
4183,3554800000,1287600
4184,3555600000,1287700
4185,3556500000,1287800
4186,3557300000,1287900
4187,3558200000,1288000
4188,3559000000,1288100
4189,3559900000,1288200
4190,3560800000,1288300
4191,3561600000,1288400
4192,3562500000,1288500
4193,3563300000,1288600
4194,3564200000,1288700
4195,3565000000,1288800
4196,3565900000,1288900
4197,3566700000,1289000
4198,3567600000,1289100
4199,3568400000,1289200
4200,3569300000,1289300
4201,3570100000,1289400
4202,3571000000,1289500
4203,3571800000,1289700
4204,3572700000,1289800
4205,3573500000,1289900
4206,3574400000,1290000
4207,3575200000,1290100
4208,3576100000,1290200
4209,3576900000,1290300
4210,3577800000,1290400
4211,3578700000,1290500
4212,3579500000,1290600
4213,3580400000,1290700
4214,3581200000,1290800
4215,3582100000,1290900
4216,3582900000,1291000
4217,3583800000,1291100
4218,3584600000,1291200
4219,3585500000,1291300
4220,3586300000,1291400
4221,3587200000,1291500
4222,3588000000,1291600
4223,3588900000,1291700
4224,3589700000,1291800
4225,3590600000,1291900
4226,3591400000,1292000
4227,3592300000,1292100
4228,3593100000,1292200
4229,3594000000,1292300
4230,3594800000,1292400
4231,3595700000,1292500
4232,3596600000,1292600
4233,3597400000,1292700
4234,3598300000,1292800
4235,3599100000,1292900
4236,3600000000,1293000
4237,3600800000,1293100
4238,3601700000,1293200
4239,3602500000,1293300
4240,3603400000,1293500
4241,3604200000,1293600
4242,3605100000,1293700
4243,3605900000,1293800
4244,3606800000,1293900
4245,3607600000,1294000
4246,3608500000,1294100
4247,3609300000,1294200
4248,3610200000,1294300
4249,3611000000,1294400
4250,3611900000,1294400
4251,3612700000,1294500
4252,3613600000,1294600
4253,3614500000,1294700
4254,3615300000,1294800
4255,3616200000,1294900
4256,3617000000,1295000
4257,3617900000,1295100
4258,3618700000,1295200
4259,3619600000,1295300
4260,3620400000,1295400
4261,3621300000,1295500
4262,3622100000,1295600
4263,3623000000,1295700
4264,3623800000,1295800
4265,3624700000,1295900
4266,3625500000,1296000
4267,3626400000,1296100
4268,3627200000,1296200
4269,3628100000,1296300
4270,3628900000,1296400
4271,3629800000,1296500
4272,3630600000,1296600
4273,3631500000,1296700
4274,3632400000,1296800
4275,3633200000,1296900
4276,3634100000,1297000
4277,3634900000,1297100
4278,3635800000,1297200
4279,3636600000,1297300
4280,3637500000,1297400
4281,3638300000,1297500
4282,3639200000,1297500
4283,3640000000,1297600
4284,3640900000,1297700
4285,3641700000,1297800
4286,3642600000,1297900
4287,3643400000,1298000
4288,3644300000,1298100
4289,3645100000,1298200
4290,3646000000,1298300
4291,3646800000,1298400
4292,3647700000,1298500
4293,3648600000,1298600
4294,3649400000,1298700
4295,3650300000,1298800
4296,3651100000,1298900
4297,3652000000,1299000
4298,3652800000,1299100
4299,3653700000,1299200
4300,3654500000,1299300
4301,3655400000,1299400
4302,3656200000,1299500
4303,3657100000,1299600
4304,3657900000,1299700
4305,3658800000,1299800
4306,3659600000,1299900
4307,3660500000,1300000
4308,3661300000,1300100
4309,3662200000,1300200
4310,3663000000,1300300
4311,3663900000,1300300
4312,3664700000,1300400
4313,3665600000,1300500
4314,3666500000,1300600
4315,3667300000,1300700
4316,3668200000,1300800
4317,3669000000,1300900
4318,3669900000,1301000
4319,3670700000,1301100
4320,3671600000,1301200
4321,3672400000,1301300
4322,3673300000,1301400
4323,3674100000,1301500
4324,3675000000,1301600
4325,3675800000,1301700
4326,3676700000,1301800
4327,3677500000,1301900
4328,3678400000,1302000
4329,3679200000,1302100
4330,3680100000,1302200
4331,3680900000,1302300
4332,3681800000,1302400
4333,3682600000,1302500
4334,3683500000,1302600
4335,3684400000,1302700
4336,3685200000,1302800
4337,3686100000,1302800
4338,3686900000,1302900
4339,3687800000,1303000
4340,3688600000,1303100
4341,3689500000,1303200
4342,3690300000,1303300
4343,3691200000,1303400
4344,3692000000,1303500
4345,3692900000,1303600
4346,3693700000,1303700
4347,3694600000,1303800
4348,3695400000,1303900
4349,3696300000,1304000
4350,3697100000,1304100
4351,3698000000,1304200
4352,3698800000,1304300
4353,3699700000,1304400
4354,3700500000,1304500
4355,3701400000,1304600
4356,3702300000,1304700
4357,3703100000,1304800
4358,3704000000,1304900
4359,3704800000,1305000
4360,3705700000,1305100
4361,3706500000,1305200
4362,3707400000,1305200
4363,3708200000,1305300
4364,3709100000,1305400
4365,3709900000,1305500
4366,3710800000,1305600
4367,3711600000,1305700
4368,3712500000,1305800
4369,3713300000,1305900
4370,3714200000,1306000
4371,3715000000,1306100
4372,3715900000,1306200
4373,3716700000,1306300
4374,3717600000,1306400
4375,3718400000,1306500
4376,3719300000,1306600
4377,3720200000,1306700
4378,3721000000,1306800
4379,3721900000,1306900
4380,3722700000,1307000
4381,3723600000,1307100
4382,3724400000,1307200
4383,3725300000,1307300
4384,3726100000,1307400
4385,3727000000,1307500
4386,3727800000,1307500
4387,3728700000,1307600
4388,3729500000,1307700
4389,3730400000,1307800
4390,3731200000,1307900
4391,3732100000,1308000
4392,3732900000,1308100
4393,3733800000,1308200
4394,3734600000,1308300
4395,3735500000,1308400
4396,3736300000,1308500
4397,3737200000,1308600
4398,3738100000,1308700
4399,3738900000,1308800
4400,3739800000,1308900
4401,3740600000,1309000
4402,3741500000,1309100
4403,3742300000,1309200
4404,3743200000,1309300
4405,3744000000,1309400
4406,3744900000,1309500
4407,3745700000,1309600
4408,3746600000,1309600
4409,3747400000,1309700
4410,3748300000,1309800
4411,3749100000,1309900
4412,3750000000,1310000
4413,3750800000,1310100
4414,3751700000,1310200
4415,3752500000,1310300
4416,3753400000,1310400
4417,3754200000,1310500
4418,3755100000,1310600
4419,3756000000,1310700
4420,3756800000,1310800
4421,3757700000,1310900
4422,3758500000,1311000
4423,3759400000,1311100
4424,3760200000,1311200
4425,3761100000,1311300
4426,3761900000,1311400
4427,3762800000,1311500
4428,3763600000,1311600
4429,3764500000,1311600
4430,3765300000,1311700
4431,3766200000,1311800
4432,3767000000,1311900
4433,3767900000,1312000
4434,3768700000,1312100
4435,3769600000,1312200
4436,3770400000,1312300
4437,3771300000,1312400
4438,3772200000,1312500
4439,3773000000,1312600
4440,3773900000,1312700
4441,3774700000,1312800
4442,3775600000,1312900
4443,3776400000,1313000
4444,3777300000,1313100
4445,3778100000,1313200
4446,3779000000,1313300
4447,3779800000,1313400
4448,3780700000,1313500
4449,3781500000,1313500
4450,3782400000,1313600
4451,3783200000,1313700
4452,3784100000,1313800
4453,3784900000,1313900
4454,3785800000,1314000
4455,3786600000,1314100
4456,3787500000,1314200
4457,3788300000,1314300
4458,3789200000,1314400
4459,3790100000,1314500
4460,3790900000,1314600
4461,3791800000,1314700
4462,3792600000,1314800
4463,3793500000,1314900
4464,3794300000,1315000
4465,3795200000,1315100
4466,3796000000,1315200
4467,3796900000,1315300
4468,3797700000,1315400
4469,3798600000,1315400
4470,3799400000,1315500
4471,3800300000,1315600
4472,3801100000,1315700
4473,3802000000,1315800
4474,3802800000,1315900
4475,3803700000,1316000
4476,3804500000,1316100
4477,3805400000,1316200
4478,3806200000,1316300
4479,3807100000,1316400
4480,3808000000,1316500
4481,3808800000,1316600
4482,3809700000,1316700
4483,3810500000,1316800
4484,3811400000,1316900
4485,3812200000,1317000
4486,3813100000,1317100
4487,3813900000,1317200
4488,3814800000,1317200
4489,3815600000,1317300
4490,3816500000,1317400
4491,3817300000,1317500
4492,3818200000,1317600
4493,3819000000,1317700
4494,3819900000,1317800
4495,3820700000,1317900
4496,3821600000,1318000
4497,3822400000,1318100
4498,3823300000,1318200
4499,3824100000,1318300
4500,3825000000,1318400
4501,3825900000,1318500
4502,3826700000,1318600
4503,3827600000,1318700
4504,3828400000,1318800
4505,3829300000,1318900
4506,3830100000,1318900
4507,3831000000,1319000
4508,3831800000,1319100
4509,3832700000,1319200
4510,3833500000,1319300
4511,3834400000,1319400
4512,3835200000,1319500
4513,3836100000,1319600
4514,3836900000,1319700
4515,3837800000,1319800
4516,3838600000,1319900
4517,3839500000,1320000
4518,3840300000,1320100
4519,3841200000,1320200
4520,3842000000,1320300
4521,3842900000,1320400
4522,3843800000,1320500
4523,3844600000,1320500
4524,3845500000,1320600
4525,3846300000,1320700
4526,3847200000,1320800
4527,3848000000,1320900
4528,3848900000,1321000
4529,3849700000,1321100
4530,3850600000,1321200
4531,3851400000,1321300
4532,3852300000,1321400
4533,3853100000,1321500
4534,3854000000,1321600
4535,3854800000,1321700
4536,3855700000,1321800
4537,3856500000,1321900
4538,3857400000,1322000
4539,3858200000,1322100
4540,3859100000,1322100
4541,3859900000,1322200
4542,3860800000,1322300
4543,3861700000,1322400
4544,3862500000,1322500
4545,3863400000,1322600
4546,3864200000,1322700
4547,3865100000,1322800
4548,3865900000,1322900
4549,3866800000,1323000
4550,3867600000,1323100
4551,3868500000,1323200
4552,3869300000,1323300
4553,3870200000,1323400
4554,3871000000,1323500
4555,3871900000,1323600
4556,3872700000,1323700
4557,3873600000,1323700
4558,3874400000,1323800
4559,3875300000,1323900
4560,3876100000,1324000
4561,3877000000,1324100
4562,3877800000,1324200
4563,3878700000,1324300
4564,3879600000,1324400
4565,3880400000,1324500
4566,3881300000,1324600
4567,3882100000,1324700
4568,3883000000,1324800
4569,3883800000,1324900
4570,3884700000,1325000
4571,3885500000,1325100
4572,3886400000,1325200
4573,3887200000,1325200
4574,3888100000,1325300
4575,3888900000,1325400
4576,3889800000,1325500
4577,3890600000,1325600
4578,3891500000,1325700
4579,3892300000,1325800
4580,3893200000,1325900
4581,3894000000,1326000
4582,3894900000,1326100
4583,3895700000,1326200
4584,3896600000,1326300
4585,3897500000,1326400
4586,3898300000,1326500
4587,3899200000,1326600
4588,3900000000,1326700
4589,3900900000,1326700
4590,3901700000,1326800
4591,3902600000,1326900
4592,3903400000,1327000
4593,3904300000,1327100
4594,3905100000,1327200
4595,3906000000,1327300
4596,3906800000,1327400
4597,3907700000,1327500
4598,3908500000,1327600
4599,3909400000,1327700
4600,3910200000,1327800
4601,3911100000,1327900
4602,3911900000,1328000
4603,3912800000,1328100
4604,3913700000,1328100
4605,3914500000,1328200
4606,3915400000,1328300
4607,3916200000,1328400
4608,3917100000,1328500
4609,3917900000,1328600
4610,3918800000,1328700
4611,3919600000,1328800
4612,3920500000,1328900
4613,3921300000,1329000
4614,3922200000,1329100
4615,3923000000,1329200
4616,3923900000,1329300
4617,3924700000,1329400
4618,3925600000,1329500
4619,3926400000,1329500
4620,3927300000,1329600
4621,3928100000,1329700
4622,3929000000,1329800
4623,3929800000,1329900
4624,3930700000,1330000
4625,3931600000,1330100
4626,3932400000,1330200
4627,3933300000,1330300
4628,3934100000,1330400
4629,3935000000,1330500
4630,3935800000,1330600
4631,3936700000,1330700
4632,3937500000,1330800
4633,3938400000,1330800
4634,3939200000,1330900
4635,3940100000,1331000
4636,3940900000,1331100
4637,3941800000,1331200
4638,3942600000,1331300
4639,3943500000,1331400
4640,3944300000,1331500
4641,3945200000,1331600
4642,3946000000,1331700
4643,3946900000,1331800
4644,3947700000,1331900
4645,3948600000,1332000
4646,3949500000,1332100
4647,3950300000,1332200
4648,3951200000,1332200
4649,3952000000,1332300
4650,3952900000,1332400
4651,3953700000,1332500
4652,3954600000,1332600
4653,3955400000,1332700
4654,3956300000,1332800
4655,3957100000,1332900
4656,3958000000,1333000
4657,3958800000,1333100
4658,3959700000,1333200
4659,3960500000,1333300
4660,3961400000,1333400
4661,3962200000,1333500
4662,3963100000,1333500
4663,3963900000,1333600
4664,3964800000,1333700
4665,3965600000,1333800
4666,3966500000,1333900
4667,3967400000,1334000
4668,3968200000,1334100
4669,3969100000,1334200
4670,3969900000,1334300
4671,3970800000,1334400
4672,3971600000,1334500
4673,3972500000,1334600
4674,3973300000,1334700
4675,3974200000,1334700
4676,3975000000,1334800
4677,3975900000,1334900
4678,3976700000,1335000
4679,3977600000,1335100
4680,3978400000,1335200
4681,3979300000,1335300
4682,3980100000,1335400
4683,3981000000,1335500
4684,3981800000,1335600
4685,3982700000,1335700
4686,3983500000,1335800
4687,3984400000,1335900
4688,3985300000,1336000
4689,3986100000,1336000
4690,3987000000,1336100
4691,3987800000,1336200
4692,3988700000,1336300
4693,3989500000,1336400
4694,3990400000,1336500
4695,3991200000,1336600
4696,3992100000,1336700
4697,3992900000,1336800
4698,3993800000,1336900
4699,3994600000,1337000
4700,3995500000,1337100
4701,3996300000,1337200
4702,3997200000,1337200
4703,3998000000,1337300
4704,3998900000,1337400
4705,3999700000,1337500
4706,4000600000,1337600
4707,4001400000,1337700
4708,4002300000,1337800
4709,4003200000,1337900
4710,4004000000,1338000
4711,4004900000,1338100
4712,4005700000,1338200
4713,4006600000,1338300
4714,4007400000,1338400
4715,4008300000,1338400
4716,4009100000,1338500
4717,4010000000,1338600
4718,4010800000,1338700
4719,4011700000,1338800
4720,4012500000,1338900
4721,4013400000,1339000
4722,4014200000,1339100
4723,4015100000,1339200
4724,4015900000,1339300
4725,4016800000,1339400
4726,4017600000,1339500
4727,4018500000,1339600
4728,4019300000,1339600
4729,4020200000,1339700
4730,4021100000,1339800
4731,4021900000,1339900
4732,4022800000,1340000
4733,4023600000,1340100
4734,4024500000,1340200
4735,4025300000,1340300
4736,4026200000,1340400
4737,4027000000,1340500
4738,4027900000,1340600
4739,4028700000,1340700
4740,4029600000,1340700
4741,4030400000,1340800
4742,4031300000,1340900
4743,4032100000,1341000
4744,4033000000,1341100
4745,4033800000,1341200
4746,4034700000,1341300
4747,4035500000,1341400
4748,4036400000,1341500
4749,4037300000,1341600
4750,4038100000,1341700
4751,4039000000,1341800
4752,4039800000,1341900
4753,4040700000,1341900
4754,4041500000,1342000
4755,4042400000,1342100
4756,4043200000,1342200
4757,4044100000,1342300
4758,4044900000,1342400
4759,4045800000,1342500
4760,4046600000,1342600
4761,4047500000,1342700
4762,4048300000,1342800
4763,4049200000,1342900
4764,4050000000,1343000
4765,4050900000,1343000
4766,4051700000,1343100
4767,4052600000,1343200
4768,4053400000,1343300
4769,4054300000,1343400
4770,4055200000,1343500
4771,4056000000,1343600
4772,4056900000,1343700
4773,4057700000,1343800
4774,4058600000,1343900
4775,4059400000,1344000
4776,4060300000,1344100
4777,4061100000,1344100
4778,4062000000,1344200
4779,4062800000,1344300
4780,4063700000,1344400
4781,4064500000,1344500
4782,4065400000,1344600
4783,4066200000,1344700
4784,4067100000,1344800
4785,4067900000,1344900
4786,4068800000,1345000
4787,4069600000,1345100
4788,4070500000,1345200
4789,4071300000,1345200
4790,4072200000,1345300
4791,4073100000,1345400
4792,4073900000,1345500
4793,4074800000,1345600
4794,4075600000,1345700
4795,4076500000,1345800
4796,4077300000,1345900
4797,4078200000,1346000
4798,4079000000,1346100
4799,4079900000,1346200
4800,4080700000,1346200
4801,4081600000,1346300
4802,4082400000,1346400
4803,4083300000,1346500
4804,4084100000,1346600
4805,4085000000,1346700
4806,4085800000,1346800
4807,4086700000,1346900
4808,4087500000,1347000
4809,4088400000,1347100
4810,4089200000,1347200
4811,4090100000,1347300
4812,4091000000,1347300
4813,4091800000,1347400
4814,4092700000,1347500
4815,4093500000,1347600
4816,4094400000,1347700
4817,4095200000,1347800
4818,4096100000,1347900
4819,4096900000,1348000
4820,4097800000,1348100
4821,4098600000,1348200
4822,4099500000,1348300
4823,4100300000,1348300
4824,4101200000,1348400
4825,4102000000,1348500
4826,4102900000,1348600
4827,4103700000,1348700
4828,4104600000,1348800
4829,4105400000,1348900
4830,4106300000,1349000
4831,4107100000,1349100
4832,4108000000,1349200
4833,4108900000,1349300
4834,4109700000,1349300
4835,4110600000,1349400
4836,4111400000,1349500
4837,4112300000,1349600
4838,4113100000,1349700
4839,4114000000,1349800
4840,4114800000,1349900
4841,4115700000,1350000
4842,4116500000,1350100
4843,4117400000,1350200
4844,4118200000,1350300
4845,4119100000,1350300
4846,4119900000,1350400
4847,4120800000,1350500
4848,4121600000,1350600
4849,4122500000,1350700
4850,4123300000,1350800
4851,4124200000,1350900
4852,4125000000,1351000
4853,4125900000,1351100
4854,4126800000,1351200
4855,4127600000,1351300
4856,4128500000,1351300
4857,4129300000,1351400
4858,4130200000,1351500
4859,4131000000,1351600
4860,4131900000,1351700
4861,4132700000,1351800
4862,4133600000,1351900
4863,4134400000,1352000
4864,4135300000,1352100
4865,4136100000,1352200
4866,4137000000,1352300
4867,4137800000,1352300
4868,4138700000,1352400
4869,4139500000,1352500
4870,4140400000,1352600
4871,4141200000,1352700
4872,4142100000,1352800
4873,4142900000,1352900
4874,4143800000,1353000
4875,4144700000,1353100
4876,4145500000,1353200
4877,4146400000,1353300
4878,4147200000,1353300
4879,4148100000,1353400
4880,4148900000,1353500
4881,4149800000,1353600
4882,4150600000,1353700
4883,4151500000,1353800
4884,4152300000,1353900
4885,4153200000,1354000
4886,4154000000,1354100
4887,4154900000,1354200
4888,4155700000,1354200
4889,4156600000,1354300
4890,4157400000,1354400
4891,4158300000,1354500
4892,4159100000,1354600
4893,4160000000,1354700
4894,4160800000,1354800
4895,4161700000,1354900
4896,4162600000,1355000
4897,4163400000,1355100
4898,4164300000,1355200
4899,4165100000,1355200
4900,4166000000,1355300
4901,4166800000,1355400
4902,4167700000,1355500
4903,4168500000,1355600
4904,4169400000,1355700
4905,4170200000,1355800
4906,4171100000,1355900
4907,4171900000,1356000
4908,4172800000,1356100
4909,4173600000,1356100
4910,4174500000,1356200
4911,4175300000,1356300
4912,4176200000,1356400
4913,4177000000,1356500
4914,4177900000,1356600
4915,4178800000,1356700
4916,4179600000,1356800
4917,4180500000,1356900
4918,4181300000,1357000
4919,4182200000,1357000
4920,4183000000,1357100
4921,4183900000,1357200
4922,4184700000,1357300
4923,4185600000,1357400
4924,4186400000,1357500
4925,4187300000,1357600
4926,4188100000,1357700
4927,4189000000,1357800
4928,4189800000,1357900
4929,4190700000,1357900
4930,4191500000,1358000
4931,4192400000,1358100
4932,4193200000,1358200
4933,4194100000,1358300
4934,4194900000,1358400
4935,4195800000,1358500
4936,4196700000,1358600
4937,4197500000,1358700
4938,4198400000,1358800
4939,4199200000,1358800
4940,4200100000,1358900
4941,4200900000,1359000
4942,4201800000,1359100
4943,4202600000,1359200
4944,4203500000,1359300
4945,4204300000,1359400
4946,4205200000,1359500
4947,4206000000,1359600
4948,4206900000,1359700
4949,4207700000,1359700
4950,4208600000,1359800
4951,4209400000,1359900
4952,4210300000,1360000
4953,4211100000,1360100
4954,4212000000,1360200
4955,4212800000,1360300
4956,4213700000,1360400
4957,4214600000,1360500
4958,4215400000,1360600
4959,4216300000,1360600
4960,4217100000,1360700
4961,4218000000,1360800
4962,4218800000,1360900
4963,4219700000,1361000
4964,4220500000,1361100
4965,4221400000,1361200
4966,4222200000,1361300
4967,4223100000,1361400
4968,4223900000,1361500
4969,4224800000,1361500
4970,4225600000,1361600
4971,4226500000,1361700
4972,4227300000,1361800
4973,4228200000,1361900
4974,4229000000,1362000
4975,4229900000,1362100
4976,4230700000,1362200
4977,4231600000,1362300
4978,4232500000,1362300
4979,4233300000,1362400
4980,4234200000,1362500
4981,4235000000,1362600
4982,4235900000,1362700
4983,4236700000,1362800
4984,4237600000,1362900
4985,4238400000,1363000
4986,4239300000,1363100
4987,4240100000,1363200
4988,4241000000,1363200
4989,4241800000,1363300
4990,4242700000,1363400
4991,4243500000,1363500
4992,4244400000,1363600
4993,4245200000,1363700
4994,4246100000,1363800
4995,4246900000,1363900
4996,4247800000,1364000
4997,4248600000,1364000
4998,4249500000,1364100
4999,4250400000,1364200
5000,4251200000,1364300
5001,4252100000,1364400
5002,4252900000,1364500
5003,4253800000,1364600
5004,4254600000,1364700
5005,4255500000,1364800
5006,4256300000,1364900
5007,4257200000,1364900
5008,4258000000,1365000
5009,4258900000,1365100
5010,4259700000,1365200
5011,4260600000,1365300
5012,4261400000,1365400
5013,4262300000,1365500
5014,4263100000,1365600
5015,4264000000,1365700
5016,4264800000,1365700
5017,4265700000,1365800
5018,4266500000,1365900
5019,4267400000,1366000
5020,4268300000,1366100
5021,4269100000,1366200
5022,4270000000,1366300
5023,4270800000,1366400
5024,4271700000,1366500
5025,4272500000,1366500
5026,4273400000,1366600
5027,4274200000,1366700
5028,4275100000,1366800
5029,4275900000,1366900
5030,4276800000,1367000
5031,4277600000,1367100
5032,4278500000,1367200
5033,4279300000,1367300
5034,4280200000,1367300
5035,4281000000,1367400
5036,4281900000,1367500
5037,4282700000,1367600
5038,4283600000,1367700
5039,4284400000,1367800
5040,4285300000,1367900
5041,4286200000,1368000
5042,4287000000,1368100
5043,4287900000,1368100
5044,4288700000,1368200
5045,4289600000,1368300
5046,4290400000,1368400
5047,4291300000,1368500
5048,4292100000,1368600
5049,4293000000,1368700
5050,4293800000,1368800
5051,4294700000,1368900
5052,4295500000,1368900
5053,4296400000,1369000
5054,4297200000,1369100
5055,4298100000,1369200
5056,4298900000,1369300
5057,4299800000,1369400
5058,4300600000,1369500
5059,4301500000,1369600
5060,4302400000,1369700
5061,4303200000,1369700
5062,4304100000,1369800
5063,4304900000,1369900
5064,4305800000,1370000
5065,4306600000,1370100
5066,4307500000,1370200
5067,4308300000,1370300
5068,4309200000,1370400
5069,4310000000,1370500
5070,4310900000,1370500
5071,4311700000,1370600
5072,4312600000,1370700
5073,4313400000,1370800
5074,4314300000,1370900
5075,4315100000,1371000
5076,4316000000,1371100
5077,4316800000,1371200
5078,4317700000,1371200
5079,4318500000,1371300
5080,4319400000,1371400
5081,4320300000,1371500
5082,4321100000,1371600
5083,4322000000,1371700
5084,4322800000,1371800
5085,4323700000,1371900
5086,4324500000,1372000
5087,4325400000,1372000
5088,4326200000,1372100
5089,4327100000,1372200
5090,4327900000,1372300
5091,4328800000,1372400
5092,4329600000,1372500
5093,4330500000,1372600
5094,4331300000,1372700
5095,4332200000,1372800
5096,4333000000,1372800
5097,4333900000,1372900
5098,4334700000,1373000
5099,4335600000,1373100
5100,4336400000,1373200
5101,4337300000,1373300
5102,4338200000,1373400
5103,4339000000,1373500
5104,4339900000,1373500
5105,4340700000,1373600
5106,4341600000,1373700
5107,4342400000,1373800
5108,4343300000,1373900
5109,4344100000,1374000
5110,4345000000,1374100
5111,4345800000,1374200
5112,4346700000,1374300
5113,4347500000,1374300
5114,4348400000,1374400
5115,4349200000,1374500
5116,4350100000,1374600
5117,4350900000,1374700
5118,4351800000,1374800
5119,4352600000,1374900
5120,4353500000,1375000
5121,4354300000,1375000
5122,4355200000,1375100
5123,4356100000,1375200
5124,4356900000,1375300
5125,4357800000,1375400
5126,4358600000,1375500
5127,4359500000,1375600
5128,4360300000,1375700
5129,4361200000,1375700
5130,4362000000,1375800
5131,4362900000,1375900
5132,4363700000,1376000
5133,4364600000,1376100
5134,4365400000,1376200
5135,4366300000,1376300
5136,4367100000,1376400
5137,4368000000,1376500
5138,4368800000,1376500
5139,4369700000,1376600
5140,4370500000,1376700
5141,4371400000,1376800
5142,4372200000,1376900
5143,4373100000,1377000
5144,4374000000,1377100
5145,4374800000,1377200
5146,4375700000,1377200
5147,4376500000,1377300
5148,4377400000,1377400
5149,4378200000,1377500
5150,4379100000,1377600
5151,4379900000,1377700
5152,4380800000,1377800
5153,4381600000,1377900
5154,4382500000,1377900
5155,4383300000,1378000
5156,4384200000,1378100
5157,4385000000,1378200
5158,4385900000,1378300
5159,4386700000,1378400
5160,4387600000,1378500
5161,4388400000,1378600
5162,4389300000,1378600
5163,4390100000,1378700
5164,4391000000,1378800
5165,4391900000,1378900
5166,4392700000,1379000
5167,4393600000,1379100
5168,4394400000,1379200
5169,4395300000,1379300
5170,4396100000,1379300
5171,4397000000,1379400
5172,4397800000,1379500
5173,4398700000,1379600
5174,4399500000,1379700
5175,4400400000,1379800
5176,4401200000,1379900
5177,4402100000,1380000
5178,4402900000,1380000
5179,4403800000,1380100
5180,4404600000,1380200
5181,4405500000,1380300
5182,4406300000,1380400
5183,4407200000,1380500
5184,4408000000,1380600
5185,4408900000,1380700
5186,4409800000,1380700
5187,4410600000,1380800
5188,4411500000,1380900
5189,4412300000,1381000
5190,4413200000,1381100
5191,4414000000,1381200
5192,4414900000,1381300
5193,4415700000,1381400
5194,4416600000,1381400
5195,4417400000,1381500
5196,4418300000,1381600
5197,4419100000,1381700
5198,4420000000,1381800
5199,4420800000,1381900
5200,4421700000,1382000
5201,4422500000,1382100
5202,4423400000,1382100
5203,4424200000,1382200
5204,4425100000,1382300
5205,4425900000,1382400
5206,4426800000,1382500
5207,4427700000,1382600
5208,4428500000,1382700
5209,4429400000,1382800
5210,4430200000,1382800
5211,4431100000,1382900
5212,4431900000,1383000
5213,4432800000,1383100
5214,4433600000,1383200
5215,4434500000,1383300
5216,4435300000,1383400
5217,4436200000,1383500
5218,4437000000,1383500
5219,4437900000,1383600
5220,4438700000,1383700
5221,4439600000,1383800
5222,4440400000,1383900
5223,4441300000,1384000
5224,4442100000,1384100
5225,4443000000,1384100
5226,4443900000,1384200
5227,4444700000,1384300
5228,4445600000,1384400
5229,4446400000,1384500
5230,4447300000,1384600
5231,4448100000,1384700
5232,4449000000,1384800
5233,4449800000,1384800
5234,4450700000,1384900
5235,4451500000,1385000
5236,4452400000,1385100
5237,4453200000,1385200
5238,4454100000,1385300
5239,4454900000,1385400
5240,4455800000,1385500
5241,4456600000,1385500
5242,4457500000,1385600
5243,4458300000,1385700
5244,4459200000,1385800
5245,4460000000,1385900
5246,4460900000,1386000
5247,4461800000,1386100
5248,4462600000,1386100
5249,4463500000,1386200
5250,4464300000,1386300
5251,4465200000,1386400
5252,4466000000,1386500
5253,4466900000,1386600
5254,4467700000,1386700
5255,4468600000,1386800
5256,4469400000,1386800
5257,4470300000,1386900
5258,4471100000,1387000
5259,4472000000,1387100
5260,4472800000,1387200
5261,4473700000,1387300
5262,4474500000,1387400
5263,4475400000,1387400
5264,4476200000,1387500
5265,4477100000,1387600
5266,4477900000,1387700
5267,4478800000,1387800
5268,4479700000,1387900
