nbts,z_h,Te
2123,1798800000,1019200
2124,1799700000,1019400
2125,1800500000,1019600
2126,1801400000,1019700
2127,1802200000,1019900
2128,1803100000,1020100
2129,1803900000,1020200
2130,1804800000,1020400
2131,1805600000,1020600
2132,1806500000,1020800
2133,1807300000,1020900
2134,1808200000,1021100
2135,1809000000,1021300
2136,1809900000,1021500
2137,1810800000,1021600
2138,1811600000,1021800
2139,1812500000,1022000
2140,1813300000,1022200
2141,1814200000,1022300
2142,1815000000,1022500
2143,1815900000,1022700
2144,1816700000,1022900
2145,1817600000,1023000
2146,1818400000,1023200
2147,1819300000,1023400
2148,1820100000,1023500
2149,1821000000,1023700
2150,1821800000,1023900
2151,1822700000,1024100
2152,1823500000,1024200
2153,1824400000,1024400
2154,1825200000,1024600
2155,1826100000,1024800
2156,1826900000,1024900
2157,1827800000,1025100
2158,1828700000,1025300
2159,1829500000,1025400
2160,1830400000,1025600
2161,1831200000,1025800
2162,1832100000,1026000
2163,1832900000,1026100
2164,1833800000,1026300
2165,1834600000,1026500
2166,1835500000,1026700
2167,1836300000,1026800
2168,1837200000,1027000
2169,1838000000,1027200
2170,1838900000,1027300
2171,1839700000,1027500
2172,1840600000,1027700
2173,1841400000,1027900
2174,1842300000,1028000
2175,1843100000,1028200
2176,1844000000,1028400
2177,1844800000,1028500
2178,1845700000,1028700
2179,1846600000,1028900
2180,1847400000,1029100
2181,1848300000,1029200
2182,1849100000,1029400
2183,1850000000,1029600
2184,1850800000,1029700
2185,1851700000,1029900
2186,1852500000,1030100
2187,1853400000,1030300
2188,1854200000,1030400
2189,1855100000,1030600
2190,1855900000,1030800
2191,1856800000,1030900
2192,1857600000,1031100
2193,1858500000,1031300
2194,1859300000,1031400
2195,1860200000,1031600
2196,1861000000,1031800
2197,1861900000,1032000
2198,1862700000,1032100
2199,1863600000,1032300
2200,1864500000,1032500
2201,1865300000,1032600
2202,1866200000,1032800
2203,1867000000,1033000
2204,1867900000,1033200
2205,1868700000,1033300
2206,1869600000,1033500
2207,1870400000,1033700
2208,1871300000,1033800
2209,1872100000,1034000
2210,1873000000,1034200
2211,1873800000,1034300
2212,1874700000,1034500
2213,1875500000,1034700
2214,1876400000,1034900
2215,1877200000,1035000
2216,1878100000,1035200
2217,1878900000,1035400
2218,1879800000,1035500
2219,1880600000,1035700
2220,1881500000,1035900
2221,1882400000,1036000
2222,1883200000,1036200
2223,1884100000,1036400
2224,1884900000,1036500
2225,1885800000,1036700
2226,1886600000,1036900
2227,1887500000,1037100
2228,1888300000,1037200
2229,1889200000,1037400
2230,1890000000,1037600
2231,1890900000,1037700
2232,1891700000,1037900
2233,1892600000,1038100
2234,1893400000,1038200
2235,1894300000,1038400
2236,1895100000,1038600
2237,1896000000,1038700
2238,1896800000,1038900
2239,1897700000,1039100
2240,1898500000,1039200
2241,1899400000,1039400
2242,1900300000,1039600
2243,1901100000,1039800
2244,1902000000,1039900
2245,1902800000,1040100
2246,1903700000,1040300
2247,1904500000,1040400
2248,1905400000,1040600
2249,1906200000,1040800
2250,1907100000,1040900
2251,1907900000,1041100
2252,1908800000,1041300
2253,1909600000,1041400
2254,1910500000,1041600
2255,1911300000,1041800
2256,1912200000,1041900
2257,1913000000,1042100
2258,1913900000,1042300
2259,1914700000,1042400
2260,1915600000,1042600
2261,1916500000,1042800
2262,1917300000,1042900
2263,1918200000,1043100
2264,1919000000,1043300
2265,1919900000,1043400
2266,1920700000,1043600
2267,1921600000,1043800
2268,1922400000,1043900
2269,1923300000,1044100
2270,1924100000,1044300
2271,1925000000,1044400
2272,1925800000,1044600
2273,1926700000,1044800
2274,1927500000,1044900
2275,1928400000,1045100
2276,1929200000,1045300
2277,1930100000,1045400
2278,1930900000,1045600
2279,1931800000,1045800
2280,1932600000,1045900
2281,1933500000,1046100
2282,1934400000,1046300
2283,1935200000,1046400
2284,1936100000,1046600
2285,1936900000,1046800
2286,1937800000,1046900
2287,1938600000,1047100
2288,1939500000,1047300
2289,1940300000,1047400
2290,1941200000,1047600
2291,1942000000,1047800
2292,1942900000,1047900
2293,1943700000,1048100
2294,1944600000,1048300
2295,1945400000,1048400
2296,1946300000,1048600
2297,1947100000,1048800
2298,1948000000,1048900
2299,1948800000,1049100
2300,1949700000,1049200
2301,1950500000,1049400
2302,1951400000,1049600
2303,1952300000,1049700
2304,1953100000,1049900
2305,1954000000,1050100
2306,1954800000,1050200
2307,1955700000,1050400
2308,1956500000,1050600
2309,1957400000,1050700
2310,1958200000,1050900
2311,1959100000,1051100
2312,1959900000,1051200
2313,1960800000,1051400
2314,1961600000,1051600
2315,1962500000,1051700
2316,1963300000,1051900
2317,1964200000,1052100
2318,1965000000,1052200
2319,1965900000,1052400
2320,1966700000,1052500
2321,1967600000,1052700
2322,1968400000,1052900
2323,1969300000,1053000
2324,1970200000,1053200
2325,1971000000,1053400
2326,1971900000,1053500
2327,1972700000,1053700
2328,1973600000,1053900
2329,1974400000,1054000
2330,1975300000,1054200
2331,1976100000,1054300
2332,1977000000,1054500
2333,1977800000,1054700
2334,1978700000,1054800
2335,1979500000,1055000
2336,1980400000,1055200
2337,1981200000,1055300
2338,1982100000,1055500
2339,1982900000,1055700
2340,1983800000,1055800
2341,1984600000,1056000
2342,1985500000,1056100
2343,1986300000,1056300
2344,1987200000,1056500
2345,1988100000,1056600
2346,1988900000,1056800
2347,1989800000,1057000
2348,1990600000,1057100
2349,1991500000,1057300
2350,1992300000,1057400
2351,1993200000,1057600
2352,1994000000,1057800
2353,1994900000,1057900
2354,1995700000,1058100
2355,1996600000,1058300
2356,1997400000,1058400
2357,1998300000,1058600
2358,1999100000,1058700
2359,2000000000,1058900
2360,2000800000,1059100
2361,2001700000,1059200
2362,2002500000,1059400
2363,2003400000,1059600
2364,2004200000,1059700
2365,2005100000,1059900
2366,2006000000,1060000
2367,2006800000,1060200
2368,2007700000,1060400
2369,2008500000,1060500
2370,2009400000,1060700
2371,2010200000,1060800
2372,2011100000,1061000
2373,2011900000,1061200
2374,2012800000,1061300
2375,2013600000,1061500
2376,2014500000,1061700
2377,2015300000,1061800
2378,2016200000,1062000
2379,2017000000,1062100
2380,2017900000,1062300
2381,2018700000,1062500
2382,2019600000,1062600
2383,2020400000,1062800
2384,2021300000,1062900
2385,2022100000,1063100
2386,2023000000,1063300
2387,2023900000,1063400
2388,2024700000,1063600
2389,2025600000,1063700
2390,2026400000,1063900
2391,2027300000,1064100
2392,2028100000,1064200
2393,2029000000,1064400
2394,2029800000,1064500
2395,2030700000,1064700
2396,2031500000,1064900
2397,2032400000,1065000
2398,2033200000,1065200
2399,2034100000,1065300
2400,2034900000,1065500
2401,2035800000,1065700
2402,2036600000,1065800
2403,2037500000,1066000
2404,2038300000,1066100
2405,2039200000,1066300
2406,2040000000,1066500
2407,2040900000,1066600
2408,2041800000,1066800
2409,2042600000,1066900
2410,2043500000,1067100
2411,2044300000,1067300
2412,2045200000,1067400
2413,2046000000,1067600
2414,2046900000,1067700
2415,2047700000,1067900
2416,2048600000,1068100
2417,2049400000,1068200
2418,2050300000,1068400
2419,2051100000,1068500
2420,2052000000,1068700
2421,2052800000,1068900
2422,2053700000,1069000
2423,2054500000,1069200
2424,2055400000,1069300
2425,2056200000,1069500
2426,2057100000,1069700
2427,2058000000,1069800
2428,2058800000,1070000
2429,2059700000,1070100
2430,2060500000,1070300
2431,2061400000,1070400
2432,2062200000,1070600
2433,2063100000,1070800
2434,2063900000,1070900
2435,2064800000,1071100
2436,2065600000,1071200
2437,2066500000,1071400
2438,2067300000,1071600
2439,2068200000,1071700
2440,2069000000,1071900
2441,2069900000,1072000
2442,2070700000,1072200
2443,2071600000,1072300
2444,2072400000,1072500
2445,2073300000,1072700
2446,2074100000,1072800
2447,2075000000,1073000
2448,2075900000,1073100
2449,2076700000,1073300
2450,2077600000,1073400
2451,2078400000,1073600
2452,2079300000,1073800
2453,2080100000,1073900
2454,2081000000,1074100
2455,2081800000,1074200
2456,2082700000,1074400
2457,2083500000,1074500
2458,2084400000,1074700
2459,2085200000,1074900
2460,2086100000,1075000
2461,2086900000,1075200
2462,2087800000,1075300
2463,2088600000,1075500
2464,2089500000,1075600
2465,2090300000,1075800
2466,2091200000,1076000
2467,2092000000,1076100
2468,2092900000,1076300
2469,2093800000,1076400
2470,2094600000,1076600
2471,2095500000,1076700
2472,2096300000,1076900
2473,2097200000,1077000
2474,2098000000,1077200
2475,2098900000,1077400
2476,2099700000,1077500
2477,2100600000,1077700
2478,2101400000,1077800
2479,2102300000,1078000
2480,2103100000,1078100
2481,2104000000,1078300
2482,2104800000,1078500
2483,2105700000,1078600
2484,2106500000,1078800
2485,2107400000,1078900
2486,2108200000,1079100
2487,2109100000,1079200
2488,2109900000,1079400
2489,2110800000,1079500
2490,2111700000,1079700
2491,2112500000,1079900
2492,2113400000,1080000
2493,2114200000,1080200
2494,2115100000,1080300
2495,2115900000,1080500
2496,2116800000,1080600
2497,2117600000,1080700
2498,2118500000,1080900
2499,2119300000,1081000
2500,2120200000,1081200
2501,2121000000,1081300
2502,2121900000,1081500
2503,2122700000,1081600
2504,2123600000,1081800
2505,2124400000,1081900
2506,2125300000,1082100
2507,2126100000,1082200
2508,2127000000,1082400
2509,2127800000,1082500
2510,2128700000,1082700
2511,2129600000,1082800
2512,2130400000,1083000
2513,2131300000,1083100
2514,2132100000,1083300
2515,2133000000,1083400
2516,2133800000,1083600
2517,2134700000,1083700
2518,2135500000,1083800
2519,2136400000,1084000
2520,2137200000,1084100
2521,2138100000,1084300
2522,2138900000,1084400
2523,2139800000,1084600
2524,2140600000,1084700
2525,2141500000,1084900
2526,2142300000,1085000
2527,2143200000,1085200
2528,2144000000,1085300
2529,2144900000,1085500
2530,2145700000,1085600
2531,2146600000,1085800
2532,2147500000,1085900
2533,2148300000,1086100
2534,2149200000,1086200
2535,2150000000,1086300
2536,2150900000,1086500
2537,2151700000,1086600
2538,2152600000,1086800
2539,2153400000,1086900
2540,2154300000,1087100
2541,2155100000,1087200
2542,2156000000,1087400
2543,2156800000,1087500
2544,2157700000,1087700
2545,2158500000,1087800
2546,2159400000,1088000
2547,2160200000,1088100
2548,2161100000,1088300
2549,2161900000,1088400
2550,2162800000,1088500
2551,2163600000,1088700
2552,2164500000,1088800
2553,2165400000,1089000
2554,2166200000,1089100
2555,2167100000,1089300
2556,2167900000,1089400
2557,2168800000,1089600
2558,2169600000,1089700
2559,2170500000,1089900
2560,2171300000,1090000
2561,2172200000,1090200
2562,2173000000,1090300
2563,2173900000,1090400
2564,2174700000,1090600
2565,2175600000,1090700
2566,2176400000,1090900
2567,2177300000,1091000
2568,2178100000,1091200
2569,2179000000,1091300
2570,2179800000,1091500
2571,2180700000,1091600
2572,2181600000,1091800
2573,2182400000,1091900
2574,2183300000,1092000
2575,2184100000,1092200
2576,2185000000,1092300
2577,2185800000,1092500
2578,2186700000,1092600
2579,2187500000,1092800
2580,2188400000,1092900
2581,2189200000,1093100
2582,2190100000,1093200
2583,2190900000,1093400
2584,2191800000,1093500
2585,2192600000,1093600
2586,2193500000,1093800
2587,2194300000,1093900
2588,2195200000,1094100
2589,2196000000,1094200
2590,2196900000,1094400
2591,2197700000,1094500
2592,2198600000,1094700
2593,2199500000,1094800
2594,2200300000,1095000
2595,2201200000,1095100
2596,2202000000,1095200
2597,2202900000,1095400
2598,2203700000,1095500
2599,2204600000,1095700
2600,2205400000,1095800
2601,2206300000,1096000
2602,2207100000,1096100
2603,2208000000,1096300
2604,2208800000,1096400
2605,2209700000,1096500
2606,2210500000,1096700
2607,2211400000,1096800
2608,2212200000,1097000
2609,2213100000,1097100
2610,2213900000,1097300
2611,2214800000,1097400
2612,2215600000,1097600
2613,2216500000,1097700
2614,2217400000,1097800
2615,2218200000,1098000
2616,2219100000,1098100
2617,2219900000,1098300
2618,2220800000,1098400
2619,2221600000,1098600
2620,2222500000,1098700
2621,2223300000,1098900
2622,2224200000,1099000
2623,2225000000,1099100
2624,2225900000,1099300
2625,2226700000,1099400
2626,2227600000,1099600
2627,2228400000,1099700
2628,2229300000,1099900
2629,2230100000,1100000
2630,2231000000,1100200
2631,2231800000,1100300
2632,2232700000,1100400
2633,2233500000,1100600
2634,2234400000,1100700
2635,2235300000,1100900
2636,2236100000,1101000
2637,2237000000,1101200
2638,2237800000,1101300
2639,2238700000,1101400
2640,2239500000,1101600
2641,2240400000,1101700
2642,2241200000,1101900
2643,2242100000,1102000
2644,2242900000,1102200
2645,2243800000,1102300
2646,2244600000,1102500
2647,2245500000,1102600
2648,2246300000,1102700
2649,2247200000,1102900
2650,2248000000,1103000
2651,2248900000,1103200
2652,2249700000,1103300
2653,2250600000,1103500
2654,2251400000,1103600
2655,2252300000,1103700
2656,2253200000,1103900
2657,2254000000,1104000
2658,2254900000,1104200
2659,2255700000,1104300
2660,2256600000,1104500
2661,2257400000,1104600
2662,2258300000,1104700
2663,2259100000,1104900
2664,2260000000,1105000
2665,2260800000,1105200
2666,2261700000,1105300
2667,2262500000,1105500
2668,2263400000,1105600
2669,2264200000,1105700
2670,2265100000,1105900
2671,2265900000,1106000
2672,2266800000,1106200
2673,2267600000,1106300
2674,2268500000,1106500
2675,2269300000,1106600
2676,2270200000,1106700
2677,2271100000,1106900
2678,2271900000,1107000
2679,2272800000,1107200
2680,2273600000,1107300
2681,2274500000,1107500
2682,2275300000,1107600
2683,2276200000,1107700
2684,2277000000,1107900
2685,2277900000,1108000
2686,2278700000,1108200
2687,2279600000,1108300
2688,2280400000,1108500
2689,2281300000,1108600
2690,2282100000,1108700
2691,2283000000,1108900
2692,2283800000,1109000
2693,2284700000,1109200
2694,2285500000,1109300
2695,2286400000,1109400
2696,2287200000,1109600
2697,2288100000,1109700
2698,2289000000,1109900
2699,2289800000,1110000
2700,2290700000,1110200
2701,2291500000,1110300
2702,2292400000,1110400
2703,2293200000,1110600
2704,2294100000,1110700
2705,2294900000,1110900
2706,2295800000,1111000
2707,2296600000,1111100
2708,2297500000,1111300
2709,2298300000,1111400
2710,2299200000,1111600
2711,2300000000,1111700
2712,2300900000,1111900
2713,2301700000,1112000
2714,2302600000,1112100
2715,2303400000,1112300
2716,2304300000,1112400
2717,2305100000,1112600
2718,2306000000,1112700
2719,2306900000,1112800
2720,2307700000,1113000
2721,2308600000,1113100
2722,2309400000,1113300
2723,2310300000,1113400
2724,2311100000,1113600
2725,2312000000,1113700
2726,2312800000,1113800
2727,2313700000,1114000
2728,2314500000,1114100
2729,2315400000,1114300
2730,2316200000,1114400
2731,2317100000,1114500
2732,2317900000,1114700
2733,2318800000,1114800
2734,2319600000,1115000
2735,2320500000,1115100
2736,2321300000,1115200
2737,2322200000,1115400
2738,2323100000,1115500
2739,2323900000,1115700
2740,2324800000,1115800
2741,2325600000,1115900
2742,2326500000,1116100
2743,2327300000,1116200
2744,2328200000,1116400
2745,2329000000,1116500
2746,2329900000,1116700
2747,2330700000,1116800
2748,2331600000,1116900
2749,2332400000,1117100
2750,2333300000,1117200
2751,2334100000,1117400
2752,2335000000,1117500
2753,2335800000,1117600
2754,2336700000,1117800
2755,2337500000,1117900
2756,2338400000,1118100
2757,2339200000,1118200
2758,2340100000,1118300
2759,2341000000,1118500
2760,2341800000,1118600
2761,2342700000,1118800
2762,2343500000,1118900
2763,2344400000,1119000
2764,2345200000,1119200
2765,2346100000,1119300
2766,2346900000,1119500
2767,2347800000,1119600
2768,2348600000,1119700
2769,2349500000,1119900
2770,2350300000,1120000
2771,2351200000,1120200
2772,2352000000,1120300
2773,2352900000,1120400
2774,2353700000,1120600
2775,2354600000,1120700
2776,2355400000,1120900
2777,2356300000,1121000
2778,2357100000,1121100
2779,2358000000,1121300
2780,2358900000,1121400
2781,2359700000,1121500
2782,2360600000,1121700
2783,2361400000,1121800
2784,2362300000,1122000
2785,2363100000,1122100
2786,2364000000,1122200
2787,2364800000,1122400
2788,2365700000,1122500
2789,2366500000,1122700
2790,2367400000,1122800
2791,2368200000,1122900
2792,2369100000,1123100
2793,2369900000,1123200
2794,2370800000,1123400
2795,2371600000,1123500
2796,2372500000,1123600
2797,2373300000,1123800
2798,2374200000,1123900
2799,2375000000,1124100
2800,2375900000,1124200
2801,2376800000,1124300
2802,2377600000,1124500
2803,2378500000,1124600
2804,2379300000,1124700
2805,2380200000,1124900
2806,2381000000,1125000
2807,2381900000,1125200
2808,2382700000,1125300
2809,2383600000,1125400
2810,2384400000,1125600
2811,2385300000,1125700
2812,2386100000,1125900
2813,2387000000,1126000
2814,2387800000,1126100
2815,2388700000,1126300
2816,2389500000,1126400
2817,2390400000,1126600
2818,2391200000,1126700
2819,2392100000,1126800
2820,2392900000,1127000
2821,2393800000,1127100
2822,2394700000,1127200
2823,2395500000,1127400
2824,2396400000,1127500
2825,2397200000,1127700
2826,2398100000,1127800
2827,2398900000,1127900
2828,2399800000,1128100
2829,2400600000,1128200
2830,2401500000,1128300
2831,2402300000,1128500
2832,2403200000,1128600
2833,2404000000,1128800
2834,2404900000,1128900
2835,2405700000,1129000
2836,2406600000,1129200
2837,2407400000,1129300
2838,2408300000,1129500
2839,2409100000,1129600
2840,2410000000,1129700
2841,2410800000,1129900
2842,2411700000,1130000
2843,2412600000,1130100
2844,2413400000,1130300
2845,2414300000,1130400
2846,2415100000,1130600
2847,2416000000,1130700
2848,2416800000,1130800
2849,2417700000,1131000
2850,2418500000,1131100
2851,2419400000,1131200
2852,2420200000,1131400
2853,2421100000,1131500
2854,2421900000,1131700
2855,2422800000,1131800
2856,2423600000,1131900
2857,2424500000,1132100
2858,2425300000,1132200
2859,2426200000,1132300
2860,2427000000,1132500
2861,2427900000,1132600
2862,2428700000,1132700
2863,2429600000,1132900
2864,2430500000,1133000
2865,2431300000,1133200
2866,2432200000,1133300
2867,2433000000,1133400
2868,2433900000,1133600
2869,2434700000,1133700
2870,2435600000,1133800
2871,2436400000,1134000
2872,2437300000,1134100
2873,2438100000,1134300
2874,2439000000,1134400
2875,2439800000,1134500
2876,2440700000,1134700
2877,2441500000,1134800
2878,2442400000,1134900
2879,2443200000,1135100
2880,2444100000,1135200
2881,2444900000,1135300
2882,2445800000,1135500
2883,2446700000,1135600
2884,2447500000,1135800
2885,2448400000,1135900
2886,2449200000,1136000
2887,2450100000,1136200
2888,2450900000,1136300
2889,2451800000,1136400
2890,2452600000,1136600
2891,2453500000,1136700
2892,2454300000,1136800
2893,2455200000,1137000
2894,2456000000,1137100
2895,2456900000,1137300
2896,2457700000,1137400
2897,2458600000,1137500
2898,2459400000,1137700
2899,2460300000,1137800
2900,2461100000,1137900
2901,2462000000,1138100
2902,2462800000,1138200
2903,2463700000,1138300
2904,2464600000,1138500
2905,2465400000,1138600
2906,2466300000,1138800
2907,2467100000,1138900
2908,2468000000,1139000
2909,2468800000,1139200
2910,2469700000,1139300
2911,2470500000,1139400
2912,2471400000,1139600
2913,2472200000,1139700
2914,2473100000,1139800
2915,2473900000,1140000
2916,2474800000,1140100
2917,2475600000,1140200
2918,2476500000,1140400
2919,2477300000,1140500
2920,2478200000,1140600
2921,2479000000,1140800
2922,2479900000,1140900
2923,2480700000,1141100
2924,2481600000,1141200
2925,2482500000,1141300
2926,2483300000,1141500
2927,2484200000,1141600
2928,2485000000,1141700
2929,2485900000,1141900
2930,2486700000,1142000
2931,2487600000,1142100
2932,2488400000,1142300
2933,2489300000,1142400
2934,2490100000,1142500
2935,2491000000,1142700
2936,2491800000,1142800
2937,2492700000,1142900
2938,2493500000,1143100
2939,2494400000,1143200
2940,2495200000,1143300
2941,2496100000,1143500
2942,2496900000,1143600
2943,2497800000,1143800
2944,2498600000,1143900
2945,2499500000,1144000
2946,2500400000,1144200
2947,2501200000,1144300
2948,2502100000,1144400
2949,2502900000,1144600
2950,2503800000,1144700
2951,2504600000,1144800
2952,2505500000,1145000
2953,2506300000,1145100
2954,2507200000,1145200
2955,2508000000,1145400
2956,2508900000,1145500
2957,2509700000,1145600
2958,2510600000,1145800
2959,2511400000,1145900
2960,2512300000,1146000
2961,2513100000,1146200
2962,2514000000,1146300
2963,2514800000,1146400
2964,2515700000,1146600
2965,2516500000,1146700
2966,2517400000,1146800
2967,2518300000,1147000
2968,2519100000,1147100
2969,2520000000,1147200
2970,2520800000,1147400
2971,2521700000,1147500
2972,2522500000,1147600
2973,2523400000,1147800
2974,2524200000,1147900
2975,2525100000,1148000
2976,2525900000,1148200
2977,2526800000,1148300
2978,2527600000,1148400
2979,2528500000,1148600
2980,2529300000,1148700
2981,2530200000,1148800
2982,2531000000,1149000
2983,2531900000,1149100
2984,2532700000,1149200
2985,2533600000,1149400
2986,2534400000,1149500
2987,2535300000,1149700
2988,2536200000,1149800
2989,2537000000,1149900
2990,2537900000,1150100
2991,2538700000,1150200
2992,2539600000,1150300
2993,2540400000,1150400
2994,2541300000,1150600
2995,2542100000,1150700
2996,2543000000,1150800
2997,2543800000,1151000
2998,2544700000,1151100
2999,2545500000,1151200
3000,2546400000,1151400
3001,2547200000,1151500
3002,2548100000,1151600
3003,2548900000,1151800
3004,2549800000,1151900
3005,2550600000,1152000
3006,2551500000,1152200
3007,2552300000,1152300
3008,2553200000,1152400
3009,2554100000,1152600
3010,2554900000,1152700
3011,2555800000,1152800
3012,2556600000,1153000
3013,2557500000,1153100
3014,2558300000,1153200
3015,2559200000,1153400
3016,2560000000,1153500
3017,2560900000,1153600
3018,2561700000,1153800
3019,2562600000,1153900
3020,2563400000,1154000
3021,2564300000,1154200
3022,2565100000,1154300
3023,2566000000,1154400
3024,2566800000,1154600
3025,2567700000,1154700
3026,2568500000,1154800
3027,2569400000,1155000
3028,2570200000,1155100
3029,2571100000,1155200
3030,2572000000,1155400
3031,2572800000,1155500
3032,2573700000,1155600
3033,2574500000,1155800
3034,2575400000,1155900
3035,2576200000,1156000
3036,2577100000,1156100
3037,2577900000,1156300
3038,2578800000,1156400
3039,2579600000,1156500
3040,2580500000,1156700
3041,2581300000,1156800
3042,2582200000,1156900
3043,2583000000,1157100
3044,2583900000,1157200
3045,2584700000,1157300
3046,2585600000,1157500
3047,2586400000,1157600
3048,2587300000,1157700
3049,2588200000,1157900
3050,2589000000,1158000
3051,2589900000,1158100
3052,2590700000,1158300
3053,2591600000,1158400
3054,2592400000,1158500
3055,2593300000,1158600
3056,2594100000,1158800
3057,2595000000,1158900
3058,2595800000,1159000
3059,2596700000,1159200
3060,2597500000,1159300
3061,2598400000,1159400
3062,2599200000,1159600
3063,2600100000,1159700
3064,2600900000,1159800
3065,2601800000,1160000
3066,2602600000,1160100
3067,2603500000,1160200
3068,2604300000,1160400
3069,2605200000,1160500
3070,2606100000,1160600
3071,2606900000,1160700
3072,2607800000,1160900
3073,2608600000,1161000
3074,2609500000,1161100
3075,2610300000,1161300
3076,2611200000,1161400
3077,2612000000,1161500
3078,2612900000,1161700
3079,2613700000,1161800
3080,2614600000,1161900
3081,2615400000,1162100
3082,2616300000,1162200
3083,2617100000,1162300
3084,2618000000,1162400
3085,2618800000,1162600
3086,2619700000,1162700
3087,2620500000,1162800
3088,2621400000,1163000
3089,2622200000,1163100
3090,2623100000,1163200
3091,2624000000,1163400
3092,2624800000,1163500
3093,2625700000,1163600
3094,2626500000,1163700
3095,2627400000,1163900
3096,2628200000,1164000
3097,2629100000,1164100
3098,2629900000,1164300
3099,2630800000,1164400
3100,2631600000,1164500
3101,2632500000,1164700
3102,2633300000,1164800
3103,2634200000,1164900
3104,2635000000,1165100
3105,2635900000,1165200
3106,2636700000,1165300
3107,2637600000,1165400
3108,2638400000,1165600
3109,2639300000,1165700
3110,2640100000,1165800
3111,2641000000,1166000
3112,2641900000,1166100
3113,2642700000,1166200
3114,2643600000,1166300
3115,2644400000,1166500
3116,2645300000,1166600
3117,2646100000,1166700
3118,2647000000,1166900
3119,2647800000,1167000
3120,2648700000,1167100
3121,2649500000,1167300
3122,2650400000,1167400
3123,2651200000,1167500
3124,2652100000,1167600
3125,2652900000,1167800
3126,2653800000,1167900
3127,2654600000,1168000
3128,2655500000,1168200
3129,2656300000,1168300
3130,2657200000,1168400
3131,2658000000,1168500
3132,2658900000,1168700
3133,2659800000,1168800
3134,2660600000,1168900
3135,2661500000,1169100
3136,2662300000,1169200
3137,2663200000,1169300
3138,2664000000,1169400
3139,2664900000,1169600
3140,2665700000,1169700
3141,2666600000,1169800
3142,2667400000,1170000
3143,2668300000,1170100
3144,2669100000,1170200
3145,2670000000,1170300
3146,2670800000,1170500
3147,2671700000,1170600
3148,2672500000,1170700
3149,2673400000,1170800
3150,2674200000,1170900
3151,2675100000,1171100
3152,2675900000,1171200
3153,2676800000,1171300
3154,2677700000,1171400
3155,2678500000,1171600
3156,2679400000,1171700
3157,2680200000,1171800
3158,2681100000,1171900
3159,2681900000,1172000
3160,2682800000,1172200
3161,2683600000,1172300
3162,2684500000,1172400
3163,2685300000,1172500
3164,2686200000,1172700
3165,2687000000,1172800
3166,2687900000,1172900
3167,2688700000,1173000
3168,2689600000,1173100
3169,2690400000,1173300
3170,2691300000,1173400
3171,2692100000,1173500
3172,2693000000,1173600
3173,2693800000,1173800
3174,2694700000,1173900
3175,2695600000,1174000
3176,2696400000,1174100
3177,2697300000,1174200
3178,2698100000,1174400
3179,2699000000,1174500
3180,2699800000,1174600
3181,2700700000,1174700
3182,2701500000,1174900
3183,2702400000,1175000
3184,2703200000,1175100
3185,2704100000,1175200
3186,2704900000,1175300
3187,2705800000,1175500
3188,2706600000,1175600
3189,2707500000,1175700
3190,2708300000,1175800
3191,2709200000,1175900
3192,2710000000,1176100
3193,2710900000,1176200
3194,2711800000,1176300
3195,2712600000,1176400
3196,2713500000,1176600
3197,2714300000,1176700
3198,2715200000,1176800
3199,2716000000,1176900
3200,2716900000,1177000
3201,2717700000,1177200
3202,2718600000,1177300
3203,2719400000,1177400
3204,2720300000,1177500
3205,2721100000,1177700
3206,2722000000,1177800
3207,2722800000,1177900
3208,2723700000,1178000
3209,2724500000,1178100
3210,2725400000,1178300
3211,2726200000,1178400
3212,2727100000,1178500
3213,2727900000,1178600
3214,2728800000,1178700
3215,2729700000,1178900
3216,2730500000,1179000
3217,2731400000,1179100
3218,2732200000,1179200
3219,2733100000,1179300
3220,2733900000,1179500
3221,2734800000,1179600
3222,2735600000,1179700
3223,2736500000,1179800
3224,2737300000,1180000
3225,2738200000,1180100
3226,2739000000,1180200
3227,2739900000,1180300
3228,2740700000,1180400
3229,2741600000,1180600
3230,2742400000,1180700
3231,2743300000,1180800
3232,2744100000,1180900
3233,2745000000,1181000
3234,2745800000,1181200
3235,2746700000,1181300
3236,2747600000,1181400
3237,2748400000,1181500
3238,2749300000,1181600
3239,2750100000,1181800
3240,2751000000,1181900
3241,2751800000,1182000
3242,2752700000,1182100
3243,2753500000,1182300
3244,2754400000,1182400
3245,2755200000,1182500
3246,2756100000,1182600
3247,2756900000,1182700
3248,2757800000,1182900
3249,2758600000,1183000
3250,2759500000,1183100
3251,2760300000,1183200
3252,2761200000,1183300
3253,2762000000,1183500
3254,2762900000,1183600
3255,2763700000,1183700
3256,2764600000,1183800
3257,2765500000,1183900
3258,2766300000,1184100
3259,2767200000,1184200
3260,2768000000,1184300
3261,2768900000,1184400
3262,2769700000,1184500
3263,2770600000,1184700
3264,2771400000,1184800
3265,2772300000,1184900
3266,2773100000,1185000
3267,2774000000,1185100
3268,2774800000,1185300
3269,2775700000,1185400
3270,2776500000,1185500
3271,2777400000,1185600
3272,2778200000,1185700
3273,2779100000,1185900
3274,2779900000,1186000
3275,2780800000,1186100
3276,2781600000,1186200
3277,2782500000,1186300
3278,2783400000,1186500
3279,2784200000,1186600
3280,2785100000,1186700
3281,2785900000,1186800
3282,2786800000,1186900
3283,2787600000,1187100
3284,2788500000,1187200
3285,2789300000,1187300
3286,2790200000,1187400
3287,2791000000,1187500
